,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,0,"







  
  
    Everything I hoped for. So happy.
  
",5.0,Jay Sprout,"Reviewed in the United States January 25, 2018","








  
  Your browser does not support HTML5 video.










  
  
    
   Mine came in perfect condition. Some reviews list some ""common"" problems but mine is just fine and I couldn't be happier. Comes with two needles. I'm including a 36-second video. Listen to that audio quality!

  
",Color: Black
1,1,"







  
  
    Smoking & Electrical Burning, Stops Working, NO REFUNDS!!!
  
",1.0,beancounter,"Reviewed in the United States March 16, 2018","









  
  
    
  Our son used his two times, and on the third time, it smoked, smelling of electrical burning, and stopped working. Luckily, he had not fallen asleep and turned the power off immediately. After contacting the seller to request a refund/return/exchange, the seller closed the request with a pat message about ""the purchase being in the final stages so they're unable to process a cancellation.""  They did not address the issues presented, nor the refund request, leading one to believe that they knew they had a defective product, but could still keep the money. Sadly, they weren't wrong. Another reviewer stated that neither the first nor the second player she received some time ago worked.  Amazon cannot support a refund through their claim process as the item arrived ""intact.""  We now have no turntable & no money, but do feel blessed to still have our family and home safe. Interestingly, I was required to choose a star in order to provide a review.  I would give ZERO stars to this product and to the seller, as they must know by now that this product is defective and catches on fire.

  
",Color: Black
2,2,"







  
  
    What’s the one thing you want from your record player? Squeaks.
  
",1.0,Mark Lynn Smith,"Reviewed in the United States September 1, 2018","








  
  Your browser does not support HTML5 video.










  
  
    
   After about 10 hours of use, it started squeaking like crazy. Loud comical squeaks... like I have all sorts of things in my home that turn, rotate, and have electric motors. None of them squeak. But this sounds like a fart every rotation.Update: I took it apart and discovered a small piece of plastic that had wedged itself into the turning mechanism. I was able to put it back together, but I had to look up tutorials on how to get the belt back on. A slightly complicated repair for something the size of a fingernail. It works fine now, but still keeping the 1 Star review because of the hassle of having to fix a practically new record player.

  
",Color: Black
3,3,"







  
  
    Be careful with tonearm and buy slip mat!
  
",5.0,Nichole Blount,"Reviewed in the United States November 16, 2017","








  
  Your browser does not support HTML5 video.










  
  
    
   I love it the sound quality is pretty good to my standards. Ships fast. Volume is great. To future buyers be careful with the tonearm on any turntable. Always use the life and lower feature as well as the arm lock. And there is no slip mat so make sure you have one before playing records. There is also a replacement needle. And don’t touch the groves of the records so they’ll stay clean

  
",Color: Turquoise
4,4,"







  
  
    Why I DO NOT RECOMMEND you get this
  
",1.0,Phenomenon007,"Reviewed in the United States November 27, 2018","









  
  
    
  As is usual with most items on Amazon, as soon as negative reviews creep up, the item is reposted and the score is somewhat ""reset"".  Wish Amazon would fix this, but hey, they're making money so they obviously don't care.Record players are not usually made for travel use (or cheap for this case) because of the heft the arm a record player requires in order to have sufficient and tune-able weight on a record.  This is important because if enough weight is not placed on the arm, then you get skipping.  What can you do?  You can ghetto rig it by taping a penny or quarter at the top of the tip and see if this rectifies it.  If it fixes it, then it means you have a cheap record player.  AKA A Victrola record player.  Don't get this.  Just get a real one.  This might be worth it when it drops to $20, but not any more than that.

  
",Color: Black
5,5,"







  
  
    I absolutely love it!
  
",5.0,Uraina Payton,"Reviewed in the United States July 8, 2017","








  
  Your browser does not support HTML5 video.










  
  
    
   I absolutely love it!! Been trying to get a record player for a while now. I can finally play my records I got from my grandmother.

  
",Color: Pink
6,6,"







  
  
    Definite Disappointment!
  
",1.0,H. Johnson,"Reviewed in the United States March 12, 2018","









  
  
    
  I was hoping to love this turntable. But, I should have remembered that with electronics, we get what we pay for. It arrived in very flimsy box, no outer box for protection. The inside of the turntable had cardboard shavings of some sort throughout. It looked like it had been in a wood shop.I packaged it back up and returned it. I have purchased another brand, Audio Technica, that doesn't have the retro look I was hoping for, but the quality is what I was looking for.I would not recommend this unit to anyone.

  
",Color: Aqua Turquoise
7,7,"







  
  
    Speaker went out 2 weeks after return window closed
  
",1.0,Elizabeth L. Snyder,"Reviewed in the United States September 10, 2017","









  
  
    
  My return window closed 2 weeks ago and the power quit working today. The speakers were the first to go and now the power won't come on at all. The charger is fine for other appliances. The turn table itself is very cheap plastic. It was cute and fun for the month that it lasted, but I would absolutely not purchase again.

  
",Color: Retro Map
8,8,"







  
  
    Speakers are perfect for me!
  
",5.0,Amazon Customer,"Reviewed in the United States November 26, 2016","









  
  
    
  I'd like to start this off by saying I am not very educated on records or Bluetooth. I purchased this because I love all things vintage and I've been dying to play my Mary Poppins and Sound of Music records. I was a bit hesitant to purchase this record player because so many reviews mentioned the speakers being weak and needing to purchase a seperate Bluetooth speaker. So I decided to purchase it from a store in case I was disappointed with the speakers and wanted to return it. I bought this record player 2 days ago and have played 10 different records on it so far. I am completely satisfied with my purchase! I have a 4 bedroom ranch and with the volume all the way up I can hear music in every room! I'm sure if I had my loud family over for the holidays we would be able to hear the music no problem. Also, even being 24 I'm terrible when it comes to technology so I was nervous first setting up this player. It was so easy to do and I was able to listen to music in 5 minutes of opening the box. This record player completely filled my needs and exceeded my expectations. 5 stars!!!

  
",Color: Turquoise
9,9,"







  
  
    Breathe In; The History.
  
",5.0,joseph2221,"Reviewed in the United States March 30, 2018","









  
  
    
  Played It  All Night.Impressive Gizmo For Under $50.  Even The Price is Historic.Has Almost Every Bell And Whistle-- Even ""Line Out""  RCA (red and white) Jacks in the Back!Note :You know that Popping Sound people call Scratches?  They Aren't from Sratches at all!Dust Got Into The Tiny Miccrogroves! You can see the little dust bunnies under a microscope!You could wash your record. Just be careful not to get the label wet.  I just used Armor All Original and then wiped it good with a dry tissue. Sounds like new now.

  
",Color: Black
