,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,502,"







  
  
    Well made, very nice cotton t-shirts. But, they shrink very much
  
",3.0,Elizabeth,"Reviewed in the United States July 26, 2019","









  
  
    
  These words too small for a small man and fit my fourteen-year-old daughter who wears a size 0. They shrink too much! But, the T-shirt quality is excellent and well made. Just purchase a size that is at least one size bigger since it shrinks so much.

  
",Size: SmallColor: White (6 Pack)Number of Items: 6
1,531,"







  
  
    very poor quality
  
",1.0,Haztive Dominicana,"Reviewed in the United States February 17, 2019","









  
  
    
  These fit me well, and yet they all have holes. I do not extend them unnecessarily. I remove them by grabbing the bottom. They felt good when they were new, but now they all have holes.

  
",Size: SmallColor: White (6 Pack)Number of Items: 6
2,211,"







  
  
    Great fit and feel, but color is not truly white
  
",3.0,Phillip,"Reviewed in the United States September 21, 2019","









  
  
    
  These v-neck t-shirts are very comfortable and I am happy with the fit and feel. The reason for the 3-star rating is because the shirts have a yellowish tint and I was really hoping they were notably whiter. When wearing a white dress or other shirt, it is easy to see the off-white/yellowish color of these shirts. Unfortunately, using bleach to help with the color was in successful.

  
",Size: LargeColor: White (6 Pack)Number of Items: 6
3,648,"







  
  
    Comodidad
  
",5.0,Mily Hernandez,"Reviewed in the United States July 23, 2020","









  
  
    
  Compré estas camisetas para regalar a hijos y sobrinos, ellos están muy agradecidos porque disfrutan de la calidad y comodidad. Las obtuve a muy buen precio.

  
",Size: LargeColor: Assorted (5 Pack)Number of Items: 5
4,5,"







  
  
    Oh wow I’m pleasantly surprised!
  
",5.0,H,"Reviewed in the United States September 5, 2018","









  
  
    
  In general, I’m a picky shopper in terms of quality, but when it comes to undershirts, I only need something of decent quality but at a good price.As a point of reference, for my own use, three Calvin Klein v-neck undershirts at Costco for $19.99 cost more than what I felt was necessary for me (they are definitely of better quality though).So I found these Gildans and gave them a try.  The fact that they cost less than $2 per undershirt worried me so I wasn't expecting much, but they are actually better than expected, given the very reasonable price!  I laundered them once before wearing one, and my initial impression is that they fit great (I ordered Medium size, and I’m a size 39 chest & 33 waist) and are of very acceptable quality considering the price.I then compared them to some old Costco Kirkland V-neck T-Shirts that I’ve had for a very long time.  These Gildans are a lighter thinner cotton, so their durability wash after wash remains to be seen, but I initially have absolutely no complaints for the price.The Gildan cotton definitely feels rougher than the Kirklands, but not enough to prevent me from buying more Gildans for the price. The stitching on the Gildans is not as smooth or refined as the Kirkland’s, but again totally acceptable given the price point.In the end, as long as you aren’t shopping for premium quality, IMHO I feel this is a very good deal on a set of 6 acceptable quality undershirts, and I found them even better than expected.  If durability holds up after a reasonable amount of washes, I definitely plan to buy these again.

  
",Size: MediumColor: White (6 Pack)Number of Items: 6
5,810,"







  
  
    The Bomb
  
",5.0,King_Cobra,"Reviewed in the United States May 25, 2020","









  
  
    
  Perfect fit in chest, waist and length. Fabric a tad thin but it is an undershirt. Perfect shirt in hot environments.

  
",Size: XX-LargeColor: White (6 Pack)Number of Items: 6
6,912,"







  
  
    Great quality
  
",5.0,Cris,"Reviewed in the United States September 2, 2020","









  
  
    
  Right fit. Quality is very good. Took forever to ship but I’m happy with my purchase

  
",Size: SmallColor: Assorted (5 Pack)Number of Items: 5
7,176,"







  
  
    Inconsistent sizes
  
",3.0,B_Hann,"Reviewed in the United States April 17, 2020","









  
  
    
  I don't think I'm saying anything that hasn't been said in other reviews. The sizing of these shirts is pretty inconsistent. One will fit great, another is super long, another has a huge neck hole, another has short sleeves, etc. They also attract animal hair like I've never experienced before. i feel like a wookie by mid-day. I don't think I'll buy these again.

  
",Size: X-LargeColor: Assorted (5 Pack)Number of Items: 5
8,231,"







  
  
    Excellent V-Neck T-Shirts
  
",5.0,Papa Bear Baldwin,"Reviewed in the United States June 3, 2019","









  
  
    
  I was in desperate need of some shirts and got these on the fly.  I was impressed with the quality & quantity. for the price. The cotton is nice to the touch and breaths well. As with anything cotton I recommend adding some vinegar to you r cold wash the first time to help set the colors. I did not and they faded just a little bit. That is no bad mark on the vendor though. Overall very good shirts.  Top notch.

  
",Size: XX-LargeColor: Black (6 Pack)Number of Items: 6
9,847,"







  
  
    Great buy
  
",5.0,Navith,"Reviewed in the United States October 30, 2020","









  
  
    
  These shirts came in on a timely manner, they fit perfectly as I am pregnant I wanted men’s shirts for comfort. I purchased a medium. They wash well and do not lose color.

  
",Size: MediumColor: Assorted (5 Pack)Number of Items: 5
10,919,"







  
  
    Great length for tall people!
  
",5.0,R. Grow,"Reviewed in the United States July 30, 2020","









  
  
    
  The T-shirts are well made. The length is a plus for tall people, so it stays tucked in! I also ordered the multi color package, as yet to arrive.

  
",Size: LargeColor: White (6 Pack)Number of Items: 6
11,96,"







  
  
    Finally a V-Neck that my husband loves!
  
",5.0,Dana Runge,"Reviewed in the United States March 17, 2021","









  
  
    
  My husband is very picky about his “undershirts”. He usually wears “wifebeater” tanks under his dress shirts but could never seem to get them the right length. I first bought a pack of white V-Neck t-shirts to see if he liked them. He did!  Then I bought a pack of multi-colored and it’s all he wears now. He even wears them without dress shirts over them. Score one for me and for Amazon!  I’ve washed them several times and as long as he lets me separate the white ones from the colors, they all look brand new. I use Oxi-white with all my white loads and it even gets out whatever he spilled on his shirt. It’s rare that he doesn’t have a spot of something on his t-shirt by the end of the night but these all wash up and look brand new with no fading or shrinking. Very happy with this purchase and will definitely reorder when he needs more. Thank you!

  
",Size: XX-LargeColor: Assorted (5 Pack)Number of Items: 5
12,804,"







  
  
    Convert from JC Penney's
  
",5.0,Amazon Customer,"Reviewed in the United States July 16, 2020","









  
  
    
  So far I like everything about the product, but do not know yet about durability.  This is the first time in my life(78 years ) that I  have ever bought underclothes from any one other that JC Penney.  The Penney's quality hasdipped drastically in the past decade so I made a change.  It  looks like so far the quality here is like Penney'sfrom 25 years ago.

  
",Size: X-LargeColor: White (6 Pack)Number of Items: 6
13,89,"







  
  
    good quality
  
",5.0,MICHAEL,"Reviewed in the United States January 21, 2021","









  
  
    
  i read a few negative reviews i was skeptical but purchase and am pleased 100% cotton and good quality  i dont dry my clothes in a dryer so am concerned the neck area may stretch out but have washed  2 already 2 times and right now no issues 5 star in my book happy and pleased i bought ( if i feel they to stretched out ) hey i may go ahead and put in  a dryer and see whats happens but am pleased i purchased these thankyou

  
",Size: LargeColor: White (6 Pack)Number of Items: 6
14,527,"







  
  
    BEWARE, THEY RUN BIG!
  
",4.0,Jo Anna,"Reviewed in the United States June 29, 2020","









  
  
    
  These run fairly big! My husband is a size L and so that's the size I bought for him but they fit him big and long! Like if they were size XL, so they definitely run big! M would of been a better option!

  
",Size: LargeColor: Assorted (5 Pack)Number of Items: 5
15,370,"







  
  
    They shrink a lot
  
",3.0,jason,"Reviewed in the United States August 8, 2019","









  
  
    
  These are pretty thin shirts and after one wash in cold water and air dry they shrank. I wear a medium and it's width is good but now the length is too small. I ordered a large and after a wash the length is good but the width is huge. I'm 5'11 and 145lb. They might fit you better but not so much me :(

  
",Size: LargeColor: Assorted (5 Pack)Number of Items: 5
16,80,"







  
  
    Heavy Duty Tee
  
",3.0,Can I be honest?,"Reviewed in the United States November 15, 2018","









  
  
    
  These tee shirts are a bit bulkynot ideal under a dress shirtI bought them to do yardworkand they do the trickI go through so many tee shirtsthat these are the onesthat I don't worry about stretchingor stainingA few issues with loose threadsbut would rather have four of thesethan one Calvin Klein

  
",Size: MediumColor: Assorted (5 Pack)Number of Items: 5
17,907,"







  
  
    Gildan V Neck Tees
  
",1.0,SICKMUZIC,"Reviewed in the United States December 9, 2019","









  
  
    
  CHEAPLY MADE OF BOTTOM LINE COTTON MATERIAL ONE WEAR THROW AWAY !!!!  SORRY . NEVER HAD GILDAN PRODUCT SO POORLY MADE , EXPLAINS PRICE BREAK ...

  
",Size: X-LargeColor: Assorted (5 Pack)Number of Items: 5
18,349,"







  
  
    Great Shirts...Not Sure They're For Men
  
",5.0,Some Person,"Reviewed in the United States November 2, 2019","









  
  
    
  Bought these, because I've started to become a big fan of Gildan's shirts.  I really like how they look and feel.  These were no exception, although both my wife and I felt like these were not really for men.  She ended up using them and I bought another set for her.  She really likes them.

  
",Size: X-LargeColor: Assorted (5 Pack)Number of Items: 5
19,417,"







  
  
    Just fine.
  
",5.0,REJ,"Reviewed in the United States July 26, 2020","









  
  
    
  It's an undershirt. I need them fir work so, the fact that they are loose is just fine. I am a female 5'6"" 120#s,  I bought them because mens undershirts are cheaper than ladies.  No complaints.

  
",Size: SmallColor: White (6 Pack)Number of Items: 6
