,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,277,"







  
  
    Runs small!
  
",4.0 ,Renee H.,"Reviewed in the United States July 31, 2020","









  
  
    
  These run small and shrink a bit when dried. I dried one on accident and won’t make that mistake!! I recommend buying a size up. Husband has a more sturdy build b not huge. He’s a large and they come up when he raises arms. They keep him dry so that’s a great part!

  
",Size: LargeColor: Set 6
1,636,"







  
  
    Good fabric but bad design!
  
",2.0 ,Dino1,"Reviewed in the United States December 11, 2019","









  
  
    
  Fabric is good but the cut of the T-shirt is weird. Too tight around the neck and shoulders. Not comfortable at all! They should re- look at the design again neck and shoulders.

  
",Size: X-LargeColor: Set 5
2,652,"







  
  
    Seem decent, but get a larger size.
  
",4.0 ,Mattakistar,"Reviewed in the United States October 31, 2020","









  
  
    
  These shirts seem to be relatively descent, but they are definitely not sized correctly. Make sure you order a larger size than regular because they are much tighter than they should be even if you account for a good fit. I guess they could be useful as something to aspire to lose some weight. Lol.

  
",Size: X-LargeColor: Set 8
3,83,"







  
  
    NICE, BUT SMALL
  
",3.0 ,XMT,"Reviewed in the United States April 28, 2019","









  
  
    
  I really like that the shirts stretch, but they're wayyyyy too small.  (I looked for a notation that the shirts wouldrun small, etc., but didn't see one).  I usually wear a XL, but figured I'd order XXL for some extra room.  But,even the XXL size is wayyyy too small.  The shirts seems to be about the size of a regular Large, so make sureto account for this when you order.

  
",Size: XX-LargeColor: Set 2
4,185,"







  
  
    Spend your money elsewhere
  
",1.0 ,Matthew Akers,"Reviewed in the United States January 24, 2020","









  
  
    
  I knew I would be getting cheap shirts, I mean look at the cost, but I figured the way I sweat I’d get maybe 10 good washes out of them and then they’d be well on their way to being junk. So it goes. Well, I put the first shirt on and there were loose strings hanging from all different parts of the shirt. The next shirt had a super loose neck but everything else fit fine. The next had strings everywhere again. The last two were fine (I thought) Aaaaaand then by the second wash all 5 shirts were coming apart, the strings wrapping around other pieces of clothing and tearing into delicates in my washing machine. A total and complete waste of money, time, and fabric.

  
",
5,529,"







  
  
    very soft shirt
  
",5.0 ,PEACHALINA,"Reviewed in the United States February 16, 2021","









  
  
    
  My husband likes very soft light weight shirts and these are perfect.  He doesn't sweat in them or get to hot perfect shirt

  
",Size: X-LargeColor: Set 4
6,663,"







  
  
    Get correct size and you'll have nice shirts
  
",1.0 ,Amazon Customer,"Reviewed in the United States July 7, 2020","









  
  
    
  Ordered my shirts the size I wear in all my shirts I purchase. I received and opened the package of five to try on. The fit was to small. Nice material and nice looking shirts just recommend ordering a size up from what you wearing.

  
",Size: XX-LargeColor: Set 11
7,190,"







  
  
    They are really nice and fit well
  
",5.0 ,Amazon Customer,"Reviewed in the United States August 11, 2020","









  
  
    
  At first I bought L so I had to Return them and get XL. The Color's of the 👕 were exactly what you'd see as described. Very comfortable. But when you wash them and air dry them I don't know if it's the Landry Soaps that I'm using or if it's the shirt's but there is like this spoiled smell like they have been siting out in a laundrybasket for like a week or 2. But other then that I have ordered several more of them. And I just ordered 5 more lol.

  
",Size: X-LargeColor: Set 2
8,610,"







  
  
    Fit Should be as Sized
  
",3.0 ,Dan,"Reviewed in the United States August 4, 2020","









  
  
    
  I Normally wear a X-large size shirt. So for Comfort I order XX-large Shirts. t\They Fit Like a Large Shirts I don't under stand how this could be XX-Large

  
",Size: XX-LargeColor: Set 1
9,416,"







  
  
    Awesome and Great Looking!
  
",5.0 ,mweads62,"Reviewed in the United States February 2, 2020","









  
  
    
  These shirts look great! Alittle tight in the chest but looks and feels fantastic. Well worth the price considering you'd pay more for the same thing and get just 1 shirt.

  
",Size: LargeColor: Set 6
10,262,"







  
  
    Great Shirts, Nice 2-Tone Design, 1 of the 5 Miss-Sized
  
",4.0 ,Marilyn,"Reviewed in the United States August 6, 2019","









  
  
    
  This is my second order of these great wicking shirts. This order had one shirt undersized. It was labeled as XXL but was much smaller than all of the others in this order and my previous one. It's not worth the hassle of returning, but heads up to the manufacturer/seller to be more careful on sizing. Otherwise, it is a great shirt at a fantastic price.

  
",Size: XX-LargeColor: Set 5
11,223,"







  
  
    Nice but shrinks!
  
",1.0 ,Jocelyn DTW,"Reviewed in the United States March 9, 2018","









  
  
    
  This item was very soft and fit before washing. Upon drying, it shrunk to the size of a t-shirt!  I will have to find some pajama bottoms or shorts to wear with it!

  
",
12,158,"







  
  
    Sizes are very small versus other manufacturers. Too bad.
  
",1.0 ,gral0404,"Reviewed in the United States May 30, 2019","









  
  
    
  Material quality is very good. They weave a black strand in with base color. Very high quality looking. Also put a fabric strip on back of collar, keeps shirt from sagging from sweat etc. Here’s the kicker though. I have Nike, Uner Armour, Jockey brand micro-fiber T style shirts. They are 1 XL or XL and fit comfortably. I bought Real essentials 2 XXL and they super small. Different countries hav3 different size patterns for sizes. Unfortunately, I returned all 10 shirts and cancelled shorts orders. It’s difficult buying clothing online.

  
",Size: XX-LargeColor: Set 6
13,153,"







  
  
    A little tight...
  
",5.0 ,Stephen Paul Harris,"Reviewed in the United States August 31, 2020","









  
  
    
  I had to remember that dry fit clings to every curve of your upper body.  While I’m in the process of losing weight, I have to be patient and know that by the time spring comes in 2021, they will fit great!  I am wearing them now only when I go out for my walk or sweat a lot.  Overall they are a great buy!

  
",Size: XX-LargeColor: Set 1
14,548,"







  
  
    good
  
",4.0 ,Mehr,"Reviewed in the United States August 15, 2020","









  
  
    
  I like the material.  It protects my skin because I wear them as under tops.For 5 of them, it is a decent price.

  
",Size: XX-LargeColor: Set 1
