,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,0,"







  
  
    6 month olds favorite book
  
",5.0 颗星，最多 5 颗星,Jennifer顶级贡献者: 宝宝,2018年9月6日 在美国审核,"









  
  
    
  Let me tell you why my 6 month old son(and we his parents) love this book so much.For starters, it just flows. Most other baby books are so scattered. You’ll somehow memorize this book after 2-3 times you’ve read it.Minimal text! And it keeps the same pattern of words but changing the animals out.It’s colorful!! Big animals on the pages and nothing else.It’s small and compact and a board book so no papercuts.  Plus the quality of this book is nice and thick and holding up nicely after excessive use.Go ahead and get Polar Bear, Polar Bear, and Panda Bear, Panda Bear while you’re at it.I’d pay more than we paid for this book- it’s a staplepiece to a babies library.

  
",已确认购买
1,1,"







  
  
    This is one of our favorite books. We have printed out pictures of each ...
  
",5.0 颗星，最多 5 颗星,Eric,2016年4月5日 在美国审核,"









  
  
    
  This is one of our favorite books.  We have printed out pictures of each of the animals in the book, laminated them, and then hide them in my 3 year old's bedroom with a removable tacky putty.  I move them around as she remembers where they are, but as we read the book, I ask her to find the animals.  I also made her binoculars by putting colored paper around two toilet paper rolls that I hot glued together and attached a string at one end to go around her neck, when monitored.  She loves it and it makes the book and story that much more enjoyable.  The hard board book is very durable and great!

  
",已确认购买
2,2,"







  
  
    Page is UPSIDE DOWN...
  
",1.0 颗星，最多 5 颗星,Ashley R,2018年7月28日 在美国审核,"









  
  
    
  Ordered this for my little one who has read his other one so many times its worn.. I opened to the second page and IT IS UPSIDE DOWN.. all of the other pages are in the book correctly. 🤦‍♀️ I attempted to show in the photo that, no I am not holding it upside down, the page its self is upside down.. the rest of the pages are fine.

  
",已确认购买
3,3,"







  
  
    The best baby book!
  
",5.0 颗星，最多 5 颗星,Amazon Customer,2018年10月24日 在美国审核,"









  
  
    
  This book has been almost a daily read for my baby. From infant until now at 15 months my baby has loved this book and already able to say most of the words. This book is interactive(theres a slide-and-read version as well), rhythmic, it expresses shapes, colors, you can introduce the names of the animals, & the sounds the animals make. My baby sings ""brown bear brown bear"" whenever he sees the book on the shelf or around the house.

  
",已确认购买
4,4,"







  
  
    but what I have read I enjoyed. I can remember reading this book to my ...
  
",5.0 颗星，最多 5 颗星,Katie,2016年12月15日 在美国审核,"









  
  
    
  I have always been a fan of anything Eric Carle, and this was no exception. I haven't read as much of Bill Martin Jr.'s writings, but what I have read I enjoyed. I can remember reading this book to my younger brother when he was little, and now I get to do the same with my son. The illustrations are so unique and eye catching. I really like this book because it also helps teaching the names of many types of animals. It is a good length for a quick story, but long enough that you may not have to read more than one. The phrases is this book flow nicely, and always make my son smile. If you are just starting to find books for you little one, this is a good choice, as well as 

  
Chicka Chicka Boom Boom (Board Book)









  
  
    
   by Bill Martin Jr and 

  
The Very Hungry Caterpillar









  
  
    
   by Eric Carle.

  
",已确认购买
5,5,"







  
  
    Must Have Book
  
",5.0 颗星，最多 5 颗星,Lucky Jane,2019年3月23日 在美国审核,"









  
  
    
  This wonderful book with colorful pictures will make a reader out of most children.  You read the book with the child a couple of times.  Next thing you know the child is reading the book.  In the back are some basic comprehension exercises. These tasks assure you that your child can read and does not have the book memorized.  Instead the child knows the names of the individual words.

  
",已确认购买
6,6,"







  
  
    Great book for young infants!
  
",5.0 颗星，最多 5 颗星,Eve,2016年6月3日 在美国审核,"









  
  
    
  Its hard to find books newborns and infants... They wont really pay attention to many books, and I have PLENTY that I have tried. I started reading this to my son starting at 1-2 months and he has loved it! He is now 7 months and loves it too! Its short, sweet, and has a cute rhythm to it (does not rhyme). The pictures are vibrant enough to catch his attention and not overly cluttered. There is just one animal on each page and babies love that... Clear outline of an animal. I have other books with seemingly pretty illustrations that are bright and colorful but my son could care less about those.I highly recommend this book and even buy it as gifts for new moms! It is a classic for every nursery.Also, I want to note that I dont get sick of reading it over and over...

  
",已确认购买
7,7,"







  
  
    I wasn't sure my toddler would actually like this because of its illustrations
  
",5.0 颗星，最多 5 颗星,Ashley顶级贡献者: 儿童图书,2017年9月21日 在美国审核,"









  
  
    
  Despite this book being a classic, I wasn't sure my toddler would actually like this because of its illustrations. But I was wrong...he loves this book! Great book for teaching basic animals and practicing animal sounds together.

  
",已确认购买
8,8,"







  
  
    Not a fan of anniversary edition
  
",3.0 颗星，最多 5 颗星,Meghan Engel,2020年6月19日 在美国审核,"









  
  
    
  So the story is a classic, that’s not debatable and that is not what my 3 star rating is about. My issue is the make of the book. This is obviously a book for toddlers and it is described as a board book. However, board books have thicker, CARDBOARD (hence the BOARD in board book) pages that are easier for little hands to turn. This anniversary edition has durable pages that are laminated and thicker that standard children’s books, but they are much thinner than typical board book pages and thus more difficult for toddlers to manipulate. I don’t like it. I have noticed other publishers going this way with their board books as well and I don’t understand it.

  
",已确认购买
9,9,"







  
  
    Board book without sliding panels
  
",5.0 颗星，最多 5 颗星,Celia Redmore,2018年4月2日 在美国审核,"









  
  
    
  Nicely sized board book for very small hands. Just to be clear, since there seem to be rather a lot of variations of this book, ISBN 978-0805047905 is a board book with no sliding panels. That's probably just as well since those things tend to jam when handled by toddlers, but It's nice to be sure exactly what you're getting with each version.

  
",已确认购买
