,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,84,"







  
  
    Budget Shirt
  
",3.0,로테군,"Reviewed in the United States February 3, 2021","









  
  
    
  I actually needed a green shirt for a photography session, and the hue that was needed were some of the selection of this brand. Upon buying the shirt, and used it for the session the quality was average at best. The thin nature of the shirt meant that with repeated washing or wear it would tear. I'm somewhat used to more ""thicker"" shirts as I wouldn't buy this thin style of shirt again.

  
",Size: LargeColor: Antique Irish Green
1,40,"







  
  
    Gildan White G2000 not made like the Gray G2000 'T' shirts.
  
",1.0,da klein,"Reviewed in the United States November 22, 2020","









  
  
    
  Since the Stay-At-Home deal some of us have gained a little weight, so, to keep up with my body type I purchased a bunch of  Gray G2000 'T' shirts. These gray shirts looked and fit great even after machine washing. I decided to buy a bunch of white G2000 'T' shirts to tie-dye. The Gildan White G2000 aren't made like the Gray G2000 'T' shirts.  The gray were a heavier grade cotton, with better stitching et cetera.  So, I thought that I'd get some of the same type in White.  I was extremely disappointed in the quality of the shirts that I received, not only were they of cheaper quality cotton, synthetic thread was used to stitch to shirt which shows up like a spot light (when tie-dyed)because (of course) synthetic thread will not take up Procion MX dye.  If the shirt description states 100% cotton the shirt should be 100% cotton, otherwise the description should state that the shirt stitching is synthetic and not 100% cotton. There should be no difference in quality of materials between the 2 colors of shirts but there was. The difference in a tie-dye between a quality white shirt and the Gilda G2000 is night and day. I feel 'sullied and unclean' for having used the White G2000 'T' shirts. One can be sure that I will no longer use the Gildan product even to clean the floor.So, no i'm not happy with this product at all. Each time I wear one of these shirts i'll be reminded of my disappointment when I see the sleeve, neck and tail stitching.

  
",Size: X-LargeColor: White
2,238,"







  
  
    Good overall considering its cost
  
",5.0,Makcim :),"Reviewed in the United States January 26, 2021","









  
  
    
  I liked them but still felt some synthetic feeling. Otherwise they're great overall. I tend to notice when something isn't cotton made, it starts to give a distinct odor so I know these are real cotton.

  
",Size: LargeColor: Black
3,162,"







  
  
    Good quality cotton shirt love it red
  
",5.0,Karina Romero,"Reviewed in the United States January 20, 2021","









  
  
    
  Good quality cotton shirt very comfortable and fresh I like the red color I have washed and the size remains the same I like its softness I use them for daily use to do exercises I also bought for my husband and I chose the sizes small and medium and I fit perfectly

  
",Size: LargeColor: Red
4,154,"







  
  
    Not as soft as Hanes but a lot cheaper
  
",4.0,Billy Bear,"Reviewed in the United States September 8, 2020","









  
  
    
  When these arrived they seemed awfully stiff.  After washing some of the stiffness disappeared but some remains after 4-5 washings.  Happily they don't feel stiff/scratchy once on.  The fabric is heavier than I expected so they are warmer than expected; I just have to remember not to use them on a warm day.

  
",Size: LargeColor: Black
5,77,"







  
  
    Good for the price
  
",4.0,Cas,"Reviewed in the United States February 7, 2021","









  
  
    
  One of the shirts arrived a little dirty looking for some reason but I washed them before wearing. They are dark black and didn’t fade or shrink in the wash on both delicate/normal cycles with cold water. I was them often. The fabric is nice and durable, I’m sure they’ll last me awhile.I am a female but I prefer men’s tshirts. In women’s and unisex shirts I’m a Medium size so I ordered a Small. They fit me pretty snug on the arms (I have big arms), but the rest of the shirt fit okay. I will order a Medium next time.I would say they are pretty good quality for the price. Would buy again. I suggest ordering your unisex shirt size.

  
",Size: SmallColor: Black
6,295,"







  
  
    eh
  
",3.0,lyss,"Reviewed in the United States September 23, 2020","









  
  
    
  they are not a solid color .. whatever dye that was used it made them spotty looking.  also, make sure you wash before you wear because the dye will run.  I won't be purchasing these again.

  
",Size: SmallColor: Antique Irish Green
7,50,"







  
  
    Not a bad t-shirt!
  
",4.0,John Russell!,"Reviewed in the United States July 21, 2020","









  
  
    
  Washed it once just a tad bit if shrinkage. I'll know after a few more washes. All I can say is I'm happy I been searching for plain shirts for years. Stumbled across reviews online saying these shirts were good. I enjoy them. I do sweat alot when working though and the sweat really feels weird when it's on the shirt. The sleeve length is perfect. Match happier. Don't buy fruit of the loom or Hanes. These are so much better.

  
",Size: 3X-LargeColor: Navy
8,128,"







  
  
    Gildan has different types of T-shirts
  
",1.0,Amazon Customer,"Reviewed in the United States May 24, 2020","









  
  
    
  T-Shirt over sized when I opened packageQuality a little suspect. There are many types of t-shirts offered from Gildan and not all have the same quality! I hope to one day order shirts and have it be consistently available

  
",Size: LargeColor: Charcoal
9,155,"







  
  
    Great company!!!
  
",5.0,Logical One,"Reviewed in the United States April 7, 2020","









  
  
    
  I ordered these two red and green in original order. Over a month later, I didn’t get them. I spoke directly to company and I was all fixed up with what I wanted. Guess those weren’t my color. Great fit and great CS

  
",Size: MediumColor: Antiqirishgrn/Red
