,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,25,"







  
  
    Great all-around T-shirt, good price.
  
",5.0 ,G. Will,"Reviewed in the United States July 8, 2019","









  
  
    
  For years I wore Carhartt, until their price whent beyond reasonability. I started looking around for a new standard and tried many. I don't know why I didn't think of Dickies early on, because I use their work shirts a lot. I bought my a t-shirt 2 pack to try them out. They were great, I like the heavy weight of the cotton. I haven't had them for more than a couple months now, but have purchased many more. However, the final test is how long they stay really black. Die stability in black died cotton is often very hard to come by.  It was my biggest complaint of Carhartt and another reason I wouldn't accept the  cost increases. So far they're holding up very well through several washings. Excellent shirt for the price. You won't be disappointed.

  
",Size: X-LargeColor: Black
1,542,"







  
  
    Shirt seems to be of very good quality, but did shrink up after a couple ...
  
",3.0 ,Mark,"Reviewed in the United States May 16, 2018","









  
  
    
  Shirt seems to be of very good quality, but did shrink up after a couple washings to being too short for me, so I've ordered a couple of XL Tall in hopes that they will keep me happy.

  
",Size: X-LargeColor: Lincoln Green
2,36,"







  
  
    Keep America Great!!
  
",4.0 ,Amazon Customer,"Reviewed in the United States November 3, 2019","









  
  
    
  Size 2Xl.I like the product! Heavy weight tees are hard to find. Very durable and very comfortable! The only issue is in the description it says its made if pre shrunk cotton.  What does that mean?! Because my 2xl shrunk to a loose fitting XL,and shrunk up to about 2inches below the belt . Which is fine for going out, but not for physical activity or work.  Yes I dried it! I thought being ""pre-shrunk"" cotton it wouldn't shrink so much. So now I need to order another one and not dry it! Otherwise its a nice shirt!

  
",Size: XX-LargeColor: Black
3,502,"







  
  
    Great price and quality
  
",5.0 ,Elizabeth,"Reviewed in the United States July 10, 2019","









  
  
    
  Great quality t-shirts. Used to buy Carhartt till we tried these. Similar fit and quality for a lower price

  
",Size: MediumColor: Black
4,347,"







  
  
    Dicke t-shirts
  
",5.0 ,bjp,"Reviewed in the United States November 28, 2020","









  
  
    
  Xmas gift for my son. Bought some last year

  
",Size: XX-LargeColor: Burgundy
5,305,"







  
  
    feeling comfortable in a tee
  
",4.0 ,John E. Jablonski,"Reviewed in the United States March 7, 2021","









  
  
    
  feels like I'm wearing a tee shirt like that in clothes

  
",Size: X-LargeColor: Royal Blue
6,249,"







  
  
    Good work shirt
  
",4.0 ,Robert E. Bell III,"Reviewed in the United States July 21, 2020","









  
  
    
  Purchased XL Dickies shirts from store locally before, But, these seem a little tight for XL. Still a good quality work shirt.

  
",Size: X-LargeColor: Brown Duck
7,169,"







  
  
    Great quality heavy T Shirt w/pocket.
  
",5.0 ,Jonathan Hansen,"Reviewed in the United States March 3, 2020","









  
  
    
  Finally a quality pocketed mens Tee shirt that’s heavy and high quality. I used to buy LL BEAN but they stopped selling Black Tee shirts and Black V neck tee shirts too. Thanks Amazon and Dickies..

  
",Size: X-LargeColor: Black
8,53,"







  
  
    I got my first D's heavyweight tee's about 15 years ago (first time I could afford them, actually),
  
",5.0 ,WhosKiddingWhom,"Reviewed in the United States February 17, 2021","









  
  
    
  and I'm wearing one of the same ones now. None of them are gone for any reason, and they pass for just another tee in my drawer. Just wanted some new ones. Any way, if you can afford these, especially the heavyweight, then I think your dreams could come true. Gotta have a pocket, though, righht?

  
",Size: LargeColor: Black
9,210,"







  
  
    sleeves are too short
  
",3.0 ,John Kilgore,"Reviewed in the United States June 9, 2020","









  
  
    
  Soft, but the sleeves are too short

  
",Size: X-LargeColor: Black
10,490,"







  
  
    Fits well
  
",5.0 ,James McPeek,"Reviewed in the United States October 4, 2020","









  
  
    
  Quality shirt

  
",Size: XX-LargeColor: Deep Blue
11,274,"







  
  
    Not soft at all even after washing
  
",3.0 ,L Tomas,"Reviewed in the United States November 22, 2020","









  
  
    
  Heavy but very rough feeling, thought washing would help but not at all, will have to wear a shirt underneath it which defeats the whole purpose. Not impressed for a Dickie product.

  
",Size: LargeColor: Hunter Green
12,72,"







  
  
    Highly Recommended for big guys
  
",5.0 ,DRailroad,"Reviewed in the United States February 10, 2015","









  
  
    
  Although we want to purchase clothing made in the U.S., most of the quality 100% cotton attire that we've considered are union made. Seems the same thing that initially helped the U.S. labor force, only later to decimate U.S. labor, driving manufacturing overseas, is still negatively impacting U.S. manufacturing.We purchased some union-made, expensive, 100% cotton pocket T-shirts and the fit is terrible, too small through the chest. Historically, and amazingly, these Dickies have not only maintained their high quality (truly heavy weight cotton, without being ""too"" heavyweight!) but the fit has been phenomenally consistent over the many years we have been buying them.My frame: over 6'2"", 225 lbs and very physically fit.

  
",Size: X-LargeColor: Heather Gray
13,352,"







  
  
    Very contable and fit right
  
",5.0 ,Yesenia Salgado,"Reviewed in the United States October 22, 2020","









  
  
    
  I love ❤️ That came fast and those are really cheap

  
",Size: MediumColor: Brown Duck
14,171,"







  
  
    Sturdy
  
",5.0 ,Curt,"Reviewed in the United States October 6, 2018","









  
  
    
  I like the feel of these shirts.  They feel thick and solid and don't seem like they will get threadbare.I've worn and washed them for several weeks now, the neck is holding strong.  My biggest complaint with tee-shirts is when the neck stretches out.  These are holding up great.  I'm buying a few more already.

  
",Size: MediumColor: Lincoln Green
15,61,"







  
  
    Great Fabric, Size Runs Big
  
",4.0 ,wsk,"Reviewed in the United States June 20, 2019","









  
  
    
  I just purchased a Carhartt tshirt and was disappointed with how thin the fabric was - this Dickies shirt compares favorably. The fabric on the Dickies shirt is heavier, which I like, and it looks great. The large is a little on the big side compared to other tshirt brands I own (such as Champion), but may shrink a bit when it's washed. If you're looking for a heavier cotton tshirt to wear for work or for casual wear, this is a great choice.

  
",Size: LargeColor: Royal Blue
16,547,"







  
  
    Fits well!
  
",4.0 ,Cheryl R. Holland,"Reviewed in the United States January 20, 2020","









  
  
    
  It was a birthday gift for my grandson whose in the Navy!

  
",Size: MediumColor: Royal Blue
17,38,"







  
  
    Best T-Shirt
  
",5.0 ,Vogue,"Reviewed in the United States November 24, 2016","









  
  
    
  Very nice shirt. It has body and hangs well. The material isn't to thick and just the right weight. My husband really like the extra weight in the material. They wash great with no shrinkage. Fits true to size and come in real nice colors. The shirt fits great! Great brand Great Quality! I recommend this shirt for all men for an all around good t-shirt that will last many washing and hold its weight all around.

  
",Size: X-LargeColor: Lincoln Green
18,191,"







  
  
    Love the pencil chute!!
  
",5.0 ,Dominic Palazzola,"Reviewed in the United States August 31, 2020","









  
  
    
  It’s frustrating when I bend over and my pencil falls out so when dickies started adding the pencil chute they became my favorite. Dickies Tshirts hold up just as well as the higher priced brand!!

  
",Size: X-LargeColor: Orange
19,200,"







  
  
    Very good quality and the price is very low. This really is the t shirt to buy.
  
",5.0 ,Forest,"Reviewed in the United States May 6, 2015","









  
  
    
  Best t shirt I can find. Well made, nice. Heavier than most t shirts in this price range. I am 6' 1"" 185, the X LG is comphy in size. If you want to show off muscles get a large.Heavy weight etc are just terms the manufactures use to sell product. If you go by ounces per square yard for the material you can get a better idea of fabric weight/shirt weight. This info can be found on Amazon or manufacture web page.These t shirts are heavy weight and the fabric has a nice feel. I recommend !

  
",Size: X-LargeColor: Heather Gray
20,40,"







  
  
    Decent work shirt
  
",4.0 ,Michelle,"Reviewed in the United States May 26, 2020","









  
  
    
  Black Olive looks like brown - not sure why they don't just call it that.  Was disappointed in the color. Material is not soft but not scratchy either. Definitely a work shirt.Good shirts for the price.  Thicker material so they take more of a pounding so to speak.  Good for working in jobs that require a heavier duty shirt like construction.  Have washed and dried on normal heat, no shrinkage!

  
",Size: X-LargeColor: Black Olive
21,411,"







  
  
    Great shirts!
  
",5.0 ,Gmajac,"Reviewed in the United States February 27, 2017","









  
  
    
  My husband loves these shirts.  The heavier weight is great and they keep their shape (the neck does not get stretched out). We are replacing his first purchases nearly two years ago...and he still wears them.  The colors on the bright ones are a little duller but still look good enough for everyday!

  
",Size: X-LargeColor: Heather Gray
