,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,132,"







  
  
    Just right
  
",5.0,Terrell Brown,"Reviewed in the United States October 19, 2020","









  
  
    
  Fruit of the Loom's products are always well made.  These shirts are no exception.  Material is just the right thickness; length is correct for my height and intended use, and the material is soft on the skin.

  
",Fit Type: Tall ManSize: 3X-LargeColor: Tall Man - White - 6 Pack
1,692,"







  
  
    Great fit
  
",5.0,Michael Sharer,"Reviewed in the United States November 27, 2020","









  
  
    
  Perfect fit, I am 6-4 and weigh aprox 270lbs. I always worry about shirt lengths. This 2xlt fit perfect

  
",Fit Type: Tall ManSize: XX-LargeColor: Tall Man - White - 6 Pack
2,645,"







  
  
    These shirts are great.
  
",5.0,Jacquelyn D.,"Reviewed in the United States March 17, 2021","









  
  
    
  They arrived on time.  They launder great and were great. Just what we needed for a big bellied man.

  
",Fit Type: Classic FitSize: X-LargeColor: Classic Fit - White - 6 Pack
3,591,"







  
  
    Shrinkage
  
",3.0,Lance,"Reviewed in the United States August 31, 2020","









  
  
    
  Although overall quality looks good, there was some shrinkage after washing once.  It's a tight fit with very good length.  Might want to order size larger if you want a looser fit.  I chose all cotton, so should have realized some shrinkage.

  
",Fit Type: Classic FitSize: MediumColor: Classic Fit - Assorted Colors - 5 Pack
4,873,"







  
  
    Dont buy
  
",1.0,Stephanie B. Khosla,"Reviewed in the United States November 27, 2019","









  
  
    
  The fabric feels like sand paper - not the usual Fruit of the Loom fabric - something is not right.  I have washed it and the harshness doesnt go away.  Am now wondering on the authenticity of the product.  Never had this issue with this brand ever before

  
",Fit Type: Classic FitSize: LargeColor: Classic Fit - Black/Grey - 5 Pack
5,126,"







  
  
    Good length
  
",5.0,Waldo,"Reviewed in the United States November 9, 2020","









  
  
    
  At 5'11, I don't usually need to order Tall length shirts.  I've learned, however, that white t-shirts usually are made of realtively cheap cotton fabric and shrink in length significantly.  Having learned my lesson, I order these in Tall and find that even though they shrunk a little in lenth, it was relatively minor and the shirts still are long enough to stay tucked in.  If I were a few inches taller they would still be long enough.  Not sure they would stay long enough for someone at 6'4"" or 6'5"".

  
",Fit Type: Tall ManSize: X-LargeColor: Tall Man - White - 6 Pack
6,99,"







  
  
    Sizing is way off...adult size small??
  
",1.0,Brett DeWees,"Reviewed in the United States January 2, 2021","









  
  
    
  The shirt is only slightly smaller through the chest than an x-large T-shirt and much longer.  I bought these for my middle school aged son who can now wear some adult size small shirts.  I guess I will save them for college!!

  
",Fit Type: Classic FitSize: SmallColor: Classic Fit - White - 6 Pack
7,904,"







  
  
    Please send me more
  
",5.0,Greg Roberts,"Reviewed in the United States November 14, 2020","









  
  
    
  A+, I go through a lot of shirts and these are my favorites.

  
",Fit Type: Classic FitSize: 3X-LargeColor: Classic Fit - White - 6 Pack
8,637,"







  
  
    They do the job.
  
",5.0,Ashley,"Reviewed in the United States March 14, 2021","









  
  
    
  They're undershirts. They do what they're supposed to. Wash well and do actually stay tucked in.

  
",Fit Type: Classic FitSize: XX-LargeColor: Classic Fit - White - 6 Pack
9,790,"







  
  
    Very Comfortable
  
",5.0,D Meemers,"Reviewed in the United States May 16, 2020","









  
  
    
  Bought some of these previously along with some shorter ones. I like the length of these so made this purchase.

  
",Fit Type: Classic FitSize: LargeColor: Classic Fit - White - 6 Pack
10,198,"







  
  
    Don’t buy!
  
",1.0,Annabelle ,"Reviewed in the United States August 22, 2020","









  
  
    
  Discolored compared to new store bought tees. Yellowish, & AWFUL smell coming from them

  
",Fit Type: Classic FitSize: LargeColor: Classic Fit - White - 6 Pack
11,361,"







  
  
    These are great.
  
",5.0,Tweedle Dam,"Reviewed in the United States November 14, 2019","









  
  
    
  Good quality product in a large quantity.  I'm 6'2 with a 54""chest, and these T-shirts are great for me.  Glad to be able to buy many at once and not just 3-to-a-pack at retail stores.  I also plan to dye a few; haven't done it yet, but I think the material will work well.

  
",Fit Type: Tall ManSize: 3X-LargeColor: Tall Man - White - 6 Pack
12,243,"







  
  
    My dad was a plumber, i wanted extra long undershirts
  
",4.0,BookMARK,"Reviewed in the United States January 24, 2021","









  
  
    
  I'm not tall but I like my undershirts to stay tucked in. They do tend to shrink over time so I use them as my yard work / car repair / house remodeling undershirts. They are a lighter weight which. Is more comfortable in high humidity or heat.

  
",Fit Type: Classic FitSize: MediumColor: Classic Fit - White - 12 Pack
13,490,"







  
  
    Awesome t shirts!
  
",5.0,Steve fragosa,"Reviewed in the United States October 7, 2020","









  
  
    
  Love these t shirts! I'm 5'10 159 pounds i get tall size because of my wide shoulders and these are perfect! Not to thick not too thin just right!

  
",Fit Type: Tall ManSize: LargeColor: Tall Man - White - 6 Pack
14,93,"







  
  
    Love them, favorite undershirts
  
",5.0,Broncorado,"Reviewed in the United States April 17, 2020","









  
  
    
  I really like these shirts and had bought them at local Walmart until they stopped selling them.  They are a 50/50 cotton poly blend, they are a thin undershirt.  I like them cause they seem to retain their length after washing.  I hate buying undershirts and after washing they fit like belly shirts.  I like them cause they are thin material wise, which I stated above, I don't like my undershirts to be thick. They have a modern fit to them, so if you are looking for a boxy shirt, look elsewhere. I will continue to buy them as long as they make them.

  
",Fit Type: Classic FitSize: LargeColor: Classic Fit - White - 8 Pack - Active Cotton Blend
15,167,"







  
  
    Order and Shrinkage
  
",1.0,Amazon Customer,"Reviewed in the United States August 17, 2019","









  
  
    
  Check your order. I did the “buy it now” option thinking I was going to get 10 shirts in my size and ended up getting 6 which was not what was displayed. Advertising hijinks. Shame on me I guess. Decided to wash the 6 shirts before wearing and just cut my losses and they shrunk down 2 sizes smaller. Hats off to this terrible product.Good for washing cars now I guess.

  
",Fit Type: Tall ManSize: XX-LargeColor: Tall Man - White - 6 Pack
16,156,"







  
  
    Perfect!
  
",5.0,LCwell,"Reviewed in the United States April 1, 2019","









  
  
    
  My husband has a very long torso, and a very flat rear end. This causes his crack to be visible every time he lifts his hands or bends over. I keep telling him he needs to change professions and become a Plummer.Anywho, these shirts are awesome. I’ve thrown out all the old white shirts and replaced them with these. They also hold up and wash well. I just soak them in bleach water periodically to keep them nice and bright.

  
",Fit Type: Classic FitSize: MediumColor: Classic Fit - White - 6 Pack
17,629,"







  
  
    Fit was great. A bit slimmer than some ""undershirt"" t-shirts
  
",4.0,Noah Jay,"Reviewed in the United States March 22, 2018","









  
  
    
  Fit was great. A bit slimmer than some ""undershirt"" t-shirts, and the length does shrink up a bit when washed, but it stays a couple inches longer than most other t-shirts. Of the few types of Hanes/FotL t-shirts I wear, this isn't the softest, but it's fairly nice. Feels like a 95/5 blend shirt.

  
",Fit Type: Classic FitSize: SmallColor: Classic Fit - White - 6 Pack
18,908,"







  
  
    Just right
  
",5.0,Mike,"Reviewed in the United States December 22, 2020","









  
  
    
  The first thing my husband said when he tried FRUIT OF THE LOOM t- shirt on was FINALY A T-SHIRT LONG ENOUGH.

  
",Fit Type: Classic FitSize: X-LargeColor: Classic Fit - White - 6 Pack
19,865,"







  
  
    Good
  
",5.0,D.D.,"Reviewed in the United States September 30, 2020","









  
  
    
  Bought for associate.He wears and likes them for work

  
",Fit Type: Classic FitSize: X-LargeColor: Classic Fit - Black/Grey - 5 Pack
20,769,"







  
  
    Stay tucked
  
",5.0,Travis Jacobson,"Reviewed in the United States December 17, 2019","









  
  
    
  They are a bit tight around my arms but otherwise for well and stay tucked. After a few washes, still maintaining shape and softness.

  
",Fit Type: Tapered FitSize: SmallColor: Tapered Fit - White - 6 Pack
21,607,"







  
  
    What I grew up with
  
",5.0,ThinkmanTop Contributor: Pets,"Reviewed in the United States January 28, 2019","









  
  
    
  There are so many brands in just about every category of products, that it sometimes becomes a bit bewildering. I've pretty much stuck with Fruit of the Loom and Haines for underwear and have never, to my recollection, been dissatisfied.

  
",Fit Type: Classic FitSize: LargeColor: Classic Fit - White - 6 Pack
22,710,"







  
  
    Shrunk after Washing
  
",2.0,Moe Fituri,"Reviewed in the United States December 16, 2020","









  
  
    
  I bought a pack of Large - Tall man, and they shrunk after washing them. They are kind of tight and short now. I guess the material isn’t that great

  
",Fit Type: Tall ManSize: LargeColor: Tall Man - White - 6 Pack
23,662,"







  
  
    Very Good shirts
  
",5.0,Ivory L Alexander,"Reviewed in the United States April 11, 2020","









  
  
    
  I  am someone who likes tuck in  shirts and I'm not a fan of thin undershirts so I figured I would give these a try.  So Far I'm not disappointed. I purchased 2 pack but have only used 1 so far These shirts are great for me as I always wear dress shirts and Polos that have to be tucked in.

  
",Fit Type: Classic FitSize: LargeColor: Classic Fit - White - 6 Pack
24,683,"







  
  
    Shrink and discolor after 3 washes.
  
",2.0,LH,"Reviewed in the United States December 28, 2020","









  
  
    
  Yes, this shrink and changed color after 3 washes. Return and when with other brand.

  
",Fit Type: Classic FitSize: LargeColor: Classic Fit - White - 6 Pack
25,831,"







  
  
    Good quality!
  
",5.0,Trish Carey,"Reviewed in the United States January 28, 2021","









  
  
    
  Nice feel, deep colors. Good quality! Just a bit too big for my very slim son.

  
",Fit Type: Classic FitSize: MediumColor: Classic Fit - Assorted Colors - 6 Pack
26,519,"







  
  
    Not sure as these are gift for Christmas
  
",5.0,Marilynmm,"Reviewed in the United States December 16, 2020","









  
  
    
  Always trust fruit of the loom to fit correctly in every way.  Good quality always.  Very trusted brand for years.Delivery fast too.

  
",Fit Type: Classic FitSize: LargeColor: Classic Fit - White - 6 Pack
27,282,"







  
  
    Perfect
  
",5.0,Paula ,"Reviewed in the United States September 28, 2020","









  
  
    
  Love these shirts Especially during the summer time working outside although they are hard to find at any of the Walmart’s near me but Thankfully for this seller had exactly what I was looking for items were as described and fairly priced 5’8 175-180 XL gives a nice loose fit

  
",Fit Type: Classic FitSize: X-LargeColor: Classic Fit - White - 12 Pack
28,546,"







  
  
    Great Fit
  
",5.0,Noah Koenig,"Reviewed in the United States March 16, 2021","









  
  
    
  Shirts fit great and as expected.  I wear them under my medical scrubs and these shirts stay in place all day without coming untucked.  Will buy these again when I need more undershirts.

  
",Fit Type: Tall ManSize: XX-LargeColor: Tall Man - White - 6 Pack
29,764,"







  
  
    Comfortable
  
",5.0,joan,"Reviewed in the United States January 21, 2021","









  
  
    
  Soft and very comfortable.  They wash and air without too much shrinkage.  No tag in back.

  
",Fit Type: Classic FitSize: XX-LargeColor: Classic Fit - White - 6 Pack
30,511,"







  
  
    My Go To Tees
  
",5.0,JamaitianGyal,"Reviewed in the United States October 13, 2020","









  
  
    
  I'm a woman and I love to get my tees in men just feel more comfortable and more roomy. These are definitely my go to and the price is right!

  
",Fit Type: Classic FitSize: XX-LargeColor: Classic Fit - White - 6 Pack
31,861,"







  
  
    Just plain shirts.
  
",4.0,Ross,"Reviewed in the United States February 25, 2021","









  
  
    
  Nice shirt but the black ones tend to fit a bit smaller then the gray ones.

  
",Fit Type: Classic FitSize: LargeColor: Classic Fit - Black/Grey - 5 Pack
32,545,"







  
  
    Small sleeves
  
",3.0,Mel,"Reviewed in the United States May 3, 2020","









  
  
    
  I buy men's t-shirts because I hate the tiny sleeves on women's. I am a woman's s/m so I got men's medium. The shirt fits just as I like every where but the sleeves. They are tiny and tight like women's sleeves. The fabric is nice though.

  
",Fit Type: Classic FitSize: MediumColor: Classic Fit - Black/Grey - 5 Pack
33,639,"







  
  
    Good ole Stand By White T'shirts!
  
",5.0,Bea,"Reviewed in the United States December 6, 2020","









  
  
    
  The package is a great deal for someone who uses them daily.The shirt is a descent thickness for an undershirt and yet just enough for a top shirt on a light day.

  
",Fit Type: Classic FitSize: MediumColor: Classic Fit - White - 6 Pack
34,402,"







  
  
    Great Basic Undershirts for Daily Use
  
",5.0,QueenOndine,"Reviewed in the United States July 15, 2019","









  
  
    
  Product is as expected. Basic crew cut undershirts. My husband wears them under work dress shirts, or by themselves when doing yard work. After a few months of wear they do get pretty discolored from deodorant under the arms and they are repurposed as car towels or ""garage"" rags. For the price they are great undershirts.

  
",Fit Type: Classic FitSize: X-LargeColor: Classic Fit - White - 6 Pack
