,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,14,"







  
  
    Nice backpack but not waterproof🙁.
  
",4.0,Melvin.,"Reviewed in the United States May 21, 2020","









  
  
    
  Been out and got caught up in the rain 🌧 like not heavy rain and when I got home my stuff inside was wet so you can imagine how disappointed I was. And the only reason I kept it is because I like the style and the color but Iike I said before not waterproof. I would prefer if the manufacturer was a little more honest and say that is splash 💦 proof and not waterproof, big difference.

  
",
1,38,"







  
  
    Good looking backpack, on the small side. Middle Schooler pleased.
  
",5.0,"Love, Mommy","Reviewed in the United States October 26, 2020","









  
  
    
  I purchased this for my middle school daughter who is now not interested in anything that looks ""too babyish""  This fits the bill according to her.  It looks good and feels sturdy.  I think it is a tad smaller than I would have wanted.  My daughter's school is not using books right now because of virtual learning.  So the backpack has not been tested with anything too heavy. It safely fits her chrome book inside and binder and notebooks. I believe once we add books it will be a tight fit for chrome book and several text books. Price was good.

  
",Color: Purple
2,4,"







  
  
    loved it
  
",5.0,Amazon Customer,"Reviewed in the United States July 10, 2019","









  
  
    
  There is quite a bit of room. I carry around water, snacks, laptop, scrapbooks, paints, colored pencils, books, etc. It has been holding up great with how heavy and full I keep it. I am loving it!

  
",Color: A-grey
3,49,"







  
  
    Good for professors who want a ""professional"" looking backpack
  
",5.0,Brandon Medley,"Reviewed in the United States February 9, 2021","









  
  
    
  When I first became a professor I insisted on using a whimsical unicorn backpack.  However, as that bag deterioriated over a few years, I thought I might want to replace it with something a bit more *adult.*  I did not want to carry some kind of briefcase or satchel.  This bag holds my papers, laptop, lecture notes, etc.  It seems well made and it looks mature, but not old.  I have not had any major problems with this bag and like it.

  
",Color: A-grey
4,18,"







  
  
    Small and not waterproof.
  
",1.0,J,"Reviewed in the United States November 27, 2020","









  
  
    
  Giving this a one star for two important reasons.  Misleading and false advertising.  Claims its waterproof and large, its neither.  The pictures intentionally show it to appear almost twice as large as it is.  The waterproof claim is false and reviews back it up, so why after years is the false description still allowed?  Anything for a profit.  How are reviewers overlooking the most important features?  That said, for a small non waterproof backpack, its fine.  Now I have to spend more on larger waterproof backpack and give this to one of the kids.

  
",Color: Black
5,64,"







  
  
    I recommend this!
  
",5.0,Shane Schwender,"Reviewed in the United States September 26, 2019","









  
  
    
  I love love love this back pack, I've only just opened it and haven't used it yet but it's much nicer then expected, I got the blue one and it's a very pretty blue. It's a little bent up because of how it was packaged but I imagine that will wear out of it. It was packaged very well.

  
",Color: Sky Blue
6,29,"







  
  
    Disappointed in quality, zipper ripped out after 4 days
  
",1.0,S. Howland,"Reviewed in the United States March 11, 2020","









  
  
    
  I bought this for my wife to use at Disney World, the backpack was never full or carrying anything heavy, yet the zipper ripped out after 4 days of use.  Sadly we were on our trip when the return window closed.  But based on the quality I would not recommend the product.

  
",Color: A-grey
7,53,"







  
  
    Good little bag
  
",4.0,talesenicole,"Reviewed in the United States March 21, 2020","









  
  
    
  I liked the charger port, that came in handy. The backpack is built well and rather substantial but I also was able to cram my laptop, charger, a 2"" binder, four small books and a bunch of miscellaneous supplies with no issues. The straps are comfortable and the backpack stays pretty well balanced when loaded up. Towards the end, the zipper started separating on the main bag but I was also cramming it pretty full and once I fixed it I haven't had any issues.

  
",Color: A-grey
8,9,"







  
  
    THIS BAG IS NOT WATERPROOF AT ALL!! NOT WATERPROOF!!
  
",3.0,Ronald,"Reviewed in the United States March 13, 2020","









  
  
    
  I will start off by saying this in an excellent, quality bag. I live in Hawaii and needed a bag to carry my laptop and essentials around and to protect it all from the constant rain. It fits my laptop perfectly, the zippers are quality, and has a good amount of pockets.The cons.....1) THIS BAG IS NOT WATERPROOF AT ALL. At the time of me writing this review, the title of the product says ""SOLDIERKNIFE Durable Waterproof Anti Theft Laptop Backpack Travel Backpacks Bookbag with usb Charging Port for Women & Men School College Students Backpack Fits 15.6 Inch Laptop Black"". Again, THIS BAG IS NOT WATERPROOF. AT ALL. I went to the beach one afternoon and packed my towel and a change of clothes. It had rained a little while I was there and went to the beach showers to change into my dry clothes and leave. My clothes were SOAKED. the zippers were completely zipped and I had my lock on it. Luckily, I did not have my laptop in my bag. I did have my couch drops and breath mints in there and now the inside is sticky and ruined. I came back to this page to make sure I wasn't mistaken of it being waterproof only to find out the fine print says WATER RESISTANT. It is in fact NOT water proof.2) The USB does not provide a good flow of power. I had my phone plugged up and it charged about 5% in 30 minutes. Not a huge bummer, but will not be using it. Better to just get a long cable and charge directly from your power brick with it in your bag.Overall, I like the bag. Great great bag for $20. But, I am upset about it not being waterproof like the title of the product states.

  
",Color: Black
9,68,"







  
  
    Some complaints
  
",3.0,VALERIE,"Reviewed in the United States October 26, 2020","









  
  
    
  So, in the description it states that it charges your phone. The charger has to have a port, so what’s the use of just plugging in another charger in to the other charger, just to use that charger for the port. IIt’s not water resistant and it’s not easy to get things in the backpack without getting out of your seat. It is a strong backpack, but if I went back in time, I wouldn’t do this purchase.

  
",Color: A-grey
10,19,"







  
  
    It’s really close to awesome.
  
",3.0,Twins1022,"Reviewed in the United States February 6, 2020","









  
  
    
  It’s close to being really good. Mine arrived with a stitching issue on one of the mesh pockets. The elastic separated from the mesh the first time I tried to use it. It’s entirely possible this was a fluke.I’m fussy so this bag might be awesome for you. I travel for work so the details matter. I liked the charging aspect but there’s no pocket for the charging block to slip into. That’s an obvious miss. The pocket in the middle compartment needs to be deeper and have a zipper or button so keep it closed. Otherwise it just sort of flops around agape.  A couple more smallish compartments to keep stuff separated would be welcome from my perspective. Professionals that travel need to keep their stuff sorted and easily at hand since you’re fishing stuff out on airplanes, ubers, conference rooms, etc.I found the carry-on strap a little small. I had a hard time removing the backpack from the handle of my carry on when I was going through the airport. I feel like the handle on my carry-on is pretty typical but your results may vary.I liked the compression straps. Bags like this tend to be floppy and unstructured so the straps help to keep the bag compact and the load closet to your body which is where you want it for comfort. Ten years of Scouts taught me that.It’s not a bad backpack. I think with a couple of mods by the maker it could be outstanding.  I wound up replacing with a Swiss gear bag I found by accident at target. It looks just about perfect honestly. Time will tell.

  
",Color: A-grey
11,16,"







  
  
    Good Looking bag, but it has issues
  
",2.0,Mike B.,"Reviewed in the United States May 5, 2020","









  
  
    
  The bag looks great! I really like the color and the style, but there are few things about this bag that I do not like.1. The smaller pocket ripped inside at the top. I have had the bag for 2 months-Should last much longer2. The portable charger socket is nice, but the cord on the inside dangles inside of the laptop pouch and there is not specific place to put your portable charger. The ad for the bag said there was a pocket, but I can't seem to find one that leads to the cord.3. Space-There isn't enough divided space to hold all of your cords and gadgets. I feel like they should add one more pocket.Sadly after 2 months, I replaced this bag with a Swiss Bag.

  
",Color: Black
12,42,"







  
  
    INCREDIBLE Backpack
  
",5.0,Sasha,"Reviewed in the United States January 3, 2020","









  
  
    
  Waterproof. Comes with a LOCK. Can hold a lot of stuff even though it doesn't look it. If i had to have one complaint about it, it's that sadly they don't come in a smaller laptop version. I have a 12 inch Surface and I wish the strap for laptop pouch was adjustable. But I got it for travel, and it's a really good laptop backpack. Could also use a pouch for the portable charger you can attach. But these are more nitpick things than anything else. I got it in blue and highly recommend it.

  
",Color: Sky Blue
13,45,"







  
  
    Great, inexpensive backpack
  
",5.0,tiffamarie2,"Reviewed in the United States September 14, 2020","









  
  
    
  I am a massage therapist, and carry a variety of items with me to appointments. There’s a good assortment of pockets and compartments, which makes it easy to find a place for everything I need to bring with me. compartments, which makes it From essential oils, to lotion bottles, to a set of sheets and Clorox wipes, there’s a compartment/pocket that seems to be perfectly sized for each of my items. Zippers seem to be durable, and the entirety seems to be at least water resistant. I have not had it out in more than a medium rain. zippers seem to be durable, and the entirety seems to be at least water resistant. I have not had it out in more than a medium rain.Overall, great buy.

  
",Color: Black
