,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,0,"







  
  
    Easy to Use Air Fryer
  
",5.0,CW,"Reviewed in the United States March 11, 2020","









  
  
    
  My grandkids have air fryers and have been telling me that my Tater Tots would cook better in an air fryer than in the oven. Well, I think they’re right. The air fryer is also quicker; the Tater Tots only took about 17 minutes from freezer to mouth. I chose this fryer because it’s cheaper than some of the fancier units offered. And I like the simple controls. Turn a couple of dials and you’re cooking. No buttons to press and no connection to my phone required. The “Bonus Cookbook” is just a few pages stapled together but has enough recipes to keep me going for a while. So far, so good!

  
",
1,1,"







  
  
    Great Frier
  
",5.0,Luis Martinez,"Reviewed in the United States March 4, 2020","









  
  
    
  I used this product right away. I am glad it came so soon. I made French fries, fried chicken and fried salmon. This puppy handled it all with ease. I am happy with this purchase. Will highly recommend

  
",
2,2,"







  
  
    BUY IT
  
",5.0,J weaver,"Reviewed in the United States April 8, 2020","









  
  
    
  My first time ever buying an air fryer and after using this one I’m never using an oven again!!! Hands down the best addition to our kitchen. Cooked potatoes and salmon in it and they were better than using the oven. Not only that the clean up was easy! If you’ve been thinking of getting one of these don’t hesitate get it!

  
",
3,3,"







  
  
    Quiet air fryer
  
",4.0,Ashmomma,"Reviewed in the United States April 7, 2020","









  
  
    
  Everyone needs an air fryer! This replaced a different brand that broke down after 1.5 years of use. This one is so much quieter than the other one and it is a compact size to stay out on a counter top. We use ours several times a week so it stays out. Not a huge capacity but big enough for a family of four.

  
",
4,4,"







  
  
    Works well, love that the basket is dishwasher safe
  
",5.0,Hampton Reese,"Reviewed in the United States May 5, 2020","









  
  
    
  The air fryer is a new experience for me.  When I got this in the box and fryer was larger than I expected.  The fryer basket is pretty big, I think you could fit a  small chicken in it, which I plan to try.  My first attempt with this was to make french fries but I added way to many at once.  It took a couple tries but I've got it down now.  Everything thing I've cooked comes out crisp and tasty.  I tried ""frying"" a veggie patty in this the other day and it came out terrific, way better than the baked version.I still have some experimenting to do but so far I'd recommend it.  Also as mentioned in the headline, it's nice that the basket is dishwasher safe.  It's takes up a lot of space but when frying meat and other juicy things, it can get pretty messy.

  
",
5,5,"







  
  
    Good product
  
",5.0,OneHappyFish,"Reviewed in the United States June 5, 2020","









  
  
    
  It’s very simple and easy to use just set the temperature and turn the Timer dial. We have fried  chicken wings a few times already, they came out crispy. It’s easy to clean and makes minimal noise when using.  The size is perfect for a small family of 2-3 ppl.

  
",
6,6,"







  
  
    Perfect for wings!
  
",5.0,Monica Villarreal,"Reviewed in the United States April 21, 2020","









  
  
    
  Received this air fryer last week and gave it a try today. Made some wings and they were pretty good. My first batch came out dry cuz I over cooked them. The second batch came out perfect. It will take you a few tries to get the hang of it but the product work as advertised. All of the grease falls to the lower chamber. It’s perfect for a low fat dinner.

  
",
7,7,"







  
  
    THIS AIR FRYER IS AMAZING
  
",5.0,Fatima kiwan,"Reviewed in the United States June 11, 2020","









  
  
    
  This air fryer is amazing I've been using it for a week every single day I made frozen fries which came up as restaurant style and for sure much healthier since it was without oil and made fried cauliflower and a beautifull meal of chicken thighs with potatoes and carrot and my husband loved it all, beside I like the inside size it's just perfect for a family of 4, I highly recommend this air fryer for every one just go buy it without hesitation

  
",
8,8,"







  
  
    Wow what a great air fryer!
  
",5.0,Vic Can,"Reviewed in the United States February 21, 2021","









  
  
    
  We had purchased a small, economy air fryer to see what all the fuss was about. We were happy with the concept so we decided to finally upgrade. After a ridiculous amount of research and comparing, we chose this one for the following reasons. 1. There weren't any digital components that may be prone to burning up and failing. 2. The size was larger but not too big for the counter when using, and storing it away when not using it. 3. Great reviews. 4. Reasonable price.This thing is incredibly powerful and we love how everything we put in it has a nice, crispy exterior yet the insides are juicy, tasty and never dry or overcooked. We have used it for cheese sticks, steak fingers, stuffed chicken (frozen from Sam's Club) chicken nuggets and wings. We had to tone down the temps and times slightly because, as mentioned before, it's a powerful unit. The removable ""tray"" in the main basket is easy to clean and so is the basket. We didn't have a problem with a smell when we first cooked with it, but we did run it empty for 15 minutes at the highest temp and then ran the basket and insert in the dishwasher before using it for food. That may have helped.Get it, you won't regret it.

  
",
9,9,"







  
  
    Ultrean Air Fryer
  
",4.0,S. King,"Reviewed in the United States August 3, 2020","









  
  
    
  I’ve only used this twice so far, but the results have been great. It’s very easy to clean. Unlike some other brands, due to the design, there is no need to worry that the basket and handle will come apart with hot food in it. I’m sure this appliance will get a lot of use.

  
",
10,10,"







  
  
    Great for first time users quality brand.
  
",5.0,TMS,"Reviewed in the United States July 7, 2020","









  
  
    
  If you have never had a air fryer get one. Start with a simple small one like this one.  I gave it one star easy to clean because I don't have a dish washer.  If you have to scrub by hand it's kind of hard to get grease off needs soaking. It's really cool food comes out delicious healthy for you. Beware does not have removable basket and cooking time numbers are extremely small. I will be getting the next model up. This brand is the best. This one great for beginners.

  
",
