,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,493,"







  
  
    Perfect
  
",5.0,joe kinzey,"Reviewed in the United States January 2, 2020","









  
  
    
  Awesome

  
",Style: 24 D
1,519,"







  
  
    Awesome batteries
  
",5.0,MargaretB,"Reviewed in the United States January 2, 2021","









  
  
    
  Awesome batteries

  
",Style: 24 D
2,927,"







  
  
    Great value, long lasting batteries
  
",5.0,K. Russell,"Reviewed in the United States August 31, 2018","









  
  
    
  These batteries were such a great deal and work so well, that I have bought them a few times since.

  
",Style: 12 D
3,523,"







  
  
    Power at a better cost.
  
",5.0,Amazed,"Reviewed in the United States February 26, 2020","









  
  
    
  Batteries are equal to the name brands and for less money.

  
",Style: 12 D
4,327,"







  
  
    Poor quality batteries don't waste your time.
  
",1.0,attila & laura salanki,"Reviewed in the United States November 12, 2020","









  
  
    
  I honestly bought these 2x because I thought one batch of batteries were defective but now I know that they're very bad quality. Please dont waste your money on these. After 2weeks they're dead and its frustrating to constantly replace them. The other amazon white batteries were the best but thsese are garbage.

  
",Style: 12 D
5,361,"







  
  
    Recommend
  
",5.0,Robert B,"Reviewed in the United States October 28, 2020","









  
  
    
  Great value for the money

  
",Style: 24 D
6,718,"







  
  
    Great value
  
",5.0,Maximo,"Reviewed in the United States January 7, 2020","









  
  
    
  Not Duracel quality, but good value

  
",Style: 12 D
7,117,"







  
  
    Accident
  
",5.0,Sheena,"Reviewed in the United States June 30, 2020","









  
  
    
  Accidentally clicked on these because they came up in the C batteries section, but I guess they work- I don’t have anything that needs D batteries but maybe one day I will!

  
",Style: 24 D
8,854,"







  
  
    Great batteries for a great price !
  
",5.0,Lori Berroa,"Reviewed in the United States March 7, 2020","









  
  
    
  Awesome batteries ! I use them for my outside  motion lights !

  
",Style: 12 D
9,123,"







  
  
    Battery life lasts forever!!
  
",5.0,AF,"Reviewed in the United States October 11, 2020","









  
  
    
  These things last forever!!! I have Luminara candles in my salon that take 2-D batteries each (it can get expensive). I tried Amazon Basics and those candles are on about 8-10 hours a day, at least 5 days a week. I change the batteries about every other month or so...don't waste your money on ""name brand"" - save it and get the same, if not better, quality of product.

  
",Style: 12 D
10,4,"







  
  
    They didn't last.
  
",1.0,Terence,"Reviewed in the United States March 9, 2018","









  
  
    
  I used these as a replacement for Duracell batteries in my newborn's swing.  The Duracells lasted 3 months and these batteries barely lasted a week.  We did not use the swing anymore than usual and the only thing that changed was the batteries.  Pay a little extra and get better batteries.

  
",Style: 12 D
11,757,"







  
  
    Great batteries for the price. I would buy again.
  
",5.0,TommyBoy,"Reviewed in the United States February 14, 2016","









  
  
    
  Great batteries especially for the price.  We use these and buy in batches for our toddler swing.  That swing is what keeps our house in tact and sane.  These batteries are as good as or better than the other brands and for a better price. I use these and rechargeable eneloops.

  
",Style: 12 D
12,321,"







  
    Tenerlas para una emergencia.
  
  
",5.0,Carmen M.Baez Rivera,"Reviewed in the United States February 14, 2019","









  
    
  Saludos,con la experiencia del pasado huracán Maria,se escasearon las baterías. Es mejor tener y no necesitarlas,que necesitarlas  y no tenerlas.

  
  
",Style: 12 D
13,1039,"







  
  
    Value.
  
",5.0,Larry E. Ogden,"Reviewed in the United States October 28, 2019","









  
  
    
  As good as the expensive battery.

  
",Style: 24 D
14,756,"







  
  
    very good
  
",5.0,cesar a melendez,"Reviewed in the United States December 3, 2020","









  
  
    
  very good

  
",Style: 12 D
15,417,"







  
  
    All Batteries were fully charged
  
",5.0,Amazon Customer,"Reviewed in the United States January 16, 2019","









  
  
    
  I recently purchased 3 sets of the 12 D cell battery packs for my outdoor motion detector lights.  Upon receiving the batteries, which were packaged very well, I tested each battery with a volt meter before installing them in the lights.  All batteries had a charge of between 1.61 and 1.62 volts.  These batteries are rated at 1.5 volts, so all were above the listed voltage.  How they hold up is another question that I will answer after some time has passed.

  
",Style: 12 D
16,568,"







  
  
    Alexa sent these to me.
  
",5.0,Elizabeth S. Miller,"Reviewed in the United States February 12, 2019","









  
  
    
  I was telling my hubby how my son uses his alexa to order things, like batteries..the next think I knew, 3 doz ""D"" batteries arrived.  Be careful what you say around her. lol

  
",Style: 12 D
17,411,"







  
  
    Longevity and value
  
",4.0,Raul Garcia,"Reviewed in the United States February 21, 2020","









  
  
    
  We all know Family Dollar sucks in termsnof longevity these happen to be the best bang for your buck

  
",Style: 12 D
18,629,"







  
  
    Descent
  
",4.0,Tim P. Essebaggers,"Reviewed in the United States August 12, 2019","









  
  
    
  Good middle of the road battery with great packaging designed to keep them together

  
",Style: 12 D
19,953,"







  
  
    So far so good.
  
",5.0,Crystal A,"Reviewed in the United States April 29, 2020","









  
  
    
  I just started using them.

  
",Style: 12 D
20,55,"







  
  
    One Star
  
",1.0,Honest T,"Reviewed in the United States April 6, 2016","









  
  
    
  These batteries are horrible.......Didn't last a week in a commercial paper towel dispenser.

  
",Style: 12 D
21,1102,"







  
  
    Thanks
  
",5.0,Jason,"Reviewed in the United States July 18, 2019","









  
  
    
  Cool

  
",Style: 12 D
22,435,"







  
  
    No leaks, just as strong, long lasting and costs less than name brands
  
",5.0,James P.,"Reviewed in the United States June 13, 2017","









  
  
    
  These batteries last just as long as the name brand batteries and seemingly without suffering any leaks - which I seemed to get quite often with the name brands.  Some much cheaper (in cost), but seem to be better made.

  
",Style: 12 D
23,935,"







  
  
    A+
  
",5.0,Jason,"Reviewed in the United States January 4, 2020","









  
  
    
  Works well

  
",Style: 24 D
24,656,"







  
  
    Great!
  
",5.0,Claila,"Reviewed in the United States March 4, 2020","









  
  
    
  Great batteries at a great price!

  
",Style: 12 D
25,204,"







  
  
    Good value
  
",5.0,Adam K,"Reviewed in the United States November 21, 2020","









  
  
    
  Appreciate the simple packaging.  I am using these in an outdoor motion sensor light. Jury's still out on longevity.

  
",Style: 4 D
26,998,"







  
  
    Fairly priced!
  
",5.0,enyduke,"Reviewed in the United States August 26, 2019","









  
  
    
  They are okay!

  
",Style: 12 D
27,679,"







  
  
    amazon basics D Cell 1.5volt alkaline batteries- pack of 12
  
",5.0,garden,"Reviewed in the United States February 16, 2020","









  
  
    
  effective...performed as stated.....

  
",Style: 12 D
28,82,"







  
  
    Looks like juiced out batteries :(
  
",3.0,Nilesh,"Reviewed in the United States February 2, 2021","









  
  
    
  I love AmazonBasics products but looks like I should step back a little especially for these batteries. Last time I ordered and was having same problem.When I opened this box, Every piece of these batteries were having battery level 20% or less.

  
",Style: 12 D
29,1003,"







  
  
    Battery
  
",5.0,Janine,"Reviewed in the United States September 3, 2019","









  
  
    
  Great price

  
",Style: 12 D
30,614,"







  
  
    Check what you need before buying
  
",3.0,Albert Antonucci,"Reviewed in the United States December 7, 2020","









  
  
    
  Dont have anything in the house that uses them.

  
",Style: 12 D
31,742,"







  
  
    Great Batteries
  
",5.0,Book Lover,"Reviewed in the United States August 3, 2017","









  
  
    
  They last just as well as the famous name brands. I just found out about AmazonBasics batteries. Wish I had known sooner. They are really great.

  
",Style: 12 D
32,710,"







  
  
    Great value
  
",5.0,WVHomegirl,"Reviewed in the United States March 2, 2019","









  
  
    
  Great value

  
",Style: 12 D
33,1125,"







  
  
    Stockip
  
",5.0,Linda SR Wilkinson,"Reviewed in the United States June 7, 2019","









  
  
    
  Convenient

  
",Style: 12 D
34,1084,"







  
  
    Excellent Batteries!
  
",4.0,Nor'easter,"Reviewed in the United States August 17, 2016","









  
  
    
  Excellent quality Batteries. You don't need to purchase the name brands when you have these long use batteries! I have ordered three times and have always been satisfied with these batteries.

  
",Style: 12 D
35,651,"







  
  
    Long lasting at a great value!
  
",5.0,Amazon Customer,"Reviewed in the United States October 3, 2020","









  
  
    
  Why would you buy batteries anywhere else?! The value is insane and they’re great long lasting batteries!

  
",Style: 12 D
36,1004,"







  
  
    Good battery
  
",4.0,Adam M. Czepiel,"Reviewed in the United States December 5, 2017","









  
  
    
  Seem to work well..Just as good as name brands..Hasn't leaked..I've had energizers leak all over the inside of equipment..D size

  
",Style: 12 D
37,314,"







  
  
    great item
  
",5.0,Cecilia,"Reviewed in the United States January 27, 2021","









  
  
    
  we use these batteries for the office

  
",Style: 24 D
38,1129,"







  
  
    good battery at low cost
  
",5.0,Zigma,"Reviewed in the United States June 12, 2018","









  
  
    
  been using AmazonBasic batteries for awhile now, no issues and at a great price.

  
",Style: 12 D
39,1031,"







  
  
    What can you say about a battery.
  
",4.0,Alexis Deverts,"Reviewed in the United States May 25, 2018","









  
  
    
  What can you say about a battery. I use them for my lantern when the lights go out and they last long

  
",Style: 12 D
40,717,"







  
  
    Good quality
  
",4.0,kakrohn,"Reviewed in the United States September 7, 2019","









  
  
    
  Seems to be good quality. Probably made by a major name brand with Amazon logos.

  
",Style: 12 D
41,372,"







  
  
    Cannot recommend
  
",1.0,not that tom,"Reviewed in the United States November 26, 2016","









  
  
    
  I tried these on electronic mouse traps. Each set of four batteries per trap was dead after three kills. Name brand batteries give me anywhere from at least 10 to as many as 20 kills per set. These Amazon D cells are not good value.

  
",Style: 12 D
42,518,"







  
  
    good
  
",5.0,Lisa-Lady,"Reviewed in the United States November 3, 2020","









  
  
    
  good

  
",Style: 4 D
43,78,"







  
  
    Good
  
",5.0,"Yashoda K, Singh","Reviewed in the United States December 20, 2020","









  
  
    
  These batteries have been going for almost 4 months now after using them every night since I bought them.

  
",Style: 12 D
