,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,0,"







  
  
    Did not come with the advertised 6 horses
  
",2.0,Jonathan Passow,"Reviewed in the United States October 11, 2018","









  
  
    
  While the tent is well made and easy to assemble, it more realistically holds about 4 people at max. The most disappointing thing was that it clearly says this comes with 6 horses (see the attached picture). I only received the tent, no ponies.

  
", 6 Person
1,1,"







  
  
    ELECTRIC FOREST FAM AND OTHER FELLOW FESTIES, BUY THIS TENT!
  
",5.0,molly bobich,"Reviewed in the United States June 27, 2017","









  
  
    
  My girlfriend and I just got back from Electric Forest. It was my first time using this tent. It was super windy and was raining buckets to the point where there were inches of standing water outside the tent (see photo). Without even treating it with campdry or any sealant, we were bone dry and cozy in this tent for five days, and we only had the rain fly on and a tarp that covered about half the tent. It is a freaking TANK! Been camping my whole life and never had a tent this waterproof. It's also super breathable even with the rain fly and a tarp; the little vent near the bottom is a great feature. Do yourself a favor and get this tent and a big tarp to go over it, and maybe a drop cloth to protect the bottom, and I promise you'll be dry in any storm. Plus, bonus points for being super easy to set up, and tall enough to stand in! Can't wait to use this tent again, it's better than any of the more expensive tents I've ever used.Tip for getting it back in the bag:Fold in half longways. Then fold in thirds longways. Then roll :) rain fly just folded a few times and rolled and had no problems getting it all back in the bag.

  
", 6 Person
2,2,"







  
  
    So far so good!!!  Still rating this tent.
  
",5.0,Outdoor Nut,"Reviewed in the United States April 27, 2018","









  
  
    
  My tent just arrived yesterday. I struggled on what to give this tent for a rating because I just got it.  I was thinking about giving it a 3 for average which seemed fair to start with.  But after seeing how it handled the wind without breaking or tearing, I decided to give it a 4 because it surpassed my expectations.  I plan on using this tent quite a bit this summer so I will update my rating and review as I go.  I found the assembly instructions to be very basic but adequate.  Anyone who has put up a tent like this before will have no problem.  It took me about 15 minutes.  Anyway, I set my tent up in my back yard yesterday to see how it looked and how it took on the elements.  My first test was wind.  I have a weather station and the average wind speed was 7 to 8 mph with gusts up to 17 mph.  The back of the tent was torward the wind and when the gusts would come, the back of the tent would bow it quite a bit.  I have read the reviews some people have written and see some have had problems with the poles breaking.  This is what I was afraid of as I watched the back of the tent bow in.  I wish I had taken a picture because it was substantial.  Anyway, the poles did not break and the tent returned to it’s original form when the gust passed every time.  I have seen the video on Amazon of the testing process Coleman puts their tents through.  Not sure how much wind this tent is rated for but I’m pretty sure 17 mph is close to it’s max.  The tent looks to be made very well for the price I paid for it.  There are only two guidelines that come off the rain fly on the sides of the tent.  The tent is staked down on all four corners of the floor plus a floor vent in the back of the tent.  In all, there are only 7 stake down points that I could see. I feel if the tent had some guidelines higher up on each of the four corners of the main body of the tent it could withstand more wind.  The stakes are ok but bend fairly easily if the ground is too hard or you hit a rock when pounding them in.  I will be buying some better ones before I go camping.  I left the tent up over night and checked on it this morning.  It held up very well and only one of the stakes for the rain fly guidelines had twisted in the ground causing the guideline to come loose.  I left the tent up because it was going to rain today.  I need to know if I have any leaks before I take it out camping.  It has been raining lightly for two hours now and my weather station says I’m getting .05 inches of rain an hour with a light steady wind of 2 to 3 mph.  Far from what I would consider a hard rain but it’s still rain.  I went out and looked at just the outside and the water seems to be beading up and running off the rain fly and tent very well.  It is supposed to rain until 9 or 10 o’clock tonight so I will check for water on the inside in the morning.  I’m hoping not to see any with such a light rain.  If there is, I will definitely be spraying the tent down with a waterproofing spray before I take it out camping.  Now for the pro’s and con’s.Pro’s:1). Great tent for the price.  If your on a fixed budget or are looking for a good starter tent you will not beat this one.2). Very roomy inside.  I plan on using this for two people, a shepherd and, all our gear.3)  There is an eyelet at the top of the tent so you can attach a lantern and two side pockets for stowing smaller needed items like a headlamp, cell phone, keys and, so on.4). There is a small zipper in the bottom front left side of the tent for running wires.  See my picture.  It is covered by a little yellow strip of material to protect the zipper from the rain.  You do not see this feature on most tents.  I plan on using it with my solar panel so I can charge my power core, headlamp, cell phone and, other gear from inside the tent out of direct sunlight.5). I was surprised at how much give the tent had at 17 mph gusts and did not break any poles or tear. It bounced right back to it’s original form.Con’s:1). You may want to consider buying stronger tent stakes.2). I wish there was a high point on each of the four corners for attaching extra guidelines.  Although it handled 17 mph gusts very well the tent did bow in quite a bit.  If I had to guess, the tent was reduce by almost half it’s size. If I was inside the tent I know I would have been annoyed being hit by it every time a gust came. I really don’t feel the tent as is, could handle much more then that.  I’m thinking about how to attach extra guidelines in the corners without effecting the structural stability and elasticity of the tent.  Make sure you pitch this tent in a sheltered area out of the wind if your expecting bad weather.Update 04/30/18I went out the next morning after the light rain and the inside was dry.  The following day saw more rain showers with substantially more rain.  Checked the tent again today and it is still dry.  After reading some of the reviews I really thought this tent would leak. Because this tent has preformed better then expected I have changed my rating to a five.  I am going to seal the seams and spray waterproofing on the tent anyway because I would rather be safe then sorry.  For the size and price of this tent you will not find a better deal.  Just remember to pitch your tent in a sheltered area in you are expecting winds and you will not be disappointed.  I think I have figured out a way to put up extra guidelines on each of the four corners so the tent will preform better with heavy gusts of wind.  I will test it out and take pictures. More to come.That is all for now and there will be more updates coming.

  
", 4 Person
3,3,"







  
  
    Great Tent / Great Value
  
",5.0,Matt Hickerson,"Reviewed in the United States April 13, 2016","









  
  
    
  Great tent. I set it up in my backyard, to give it a trial run (and seam seal) before taking it out camping. There are pros and cons...Pros:Carry bag - the tent comes neatly packed in a carry bag, with tent, poles, rain fly, ground stakes, door mat, and instructions.Setup - Easy. Set up by myself, with rain fly, in under 15 minutes. Didn't have to look at the directions. Only suggestion would be to put the word ""front"" somewhere on the rain fly to indicate which way it goes. However, a quick glance at the packaging will tell you.Materials - the tent material seems to be of good quality, and should hold up well when taken care of. The zippers are not heavy duty, but i see no issues with them. The floor is heavy duty tarp material.Screens - the tent has large screen panels on the ""ceiling"", which makes for a great view when the rain fly is not on. There is an additional window, and screen on the door for extra viewing and airflow.Floor Vent - there is a vent near the rear of the tent, which allows for additional airflow.Cord access - there is a small zippered panel in the front corner, that let's you run an extension cord into the tent.Other ""Pros"":I got the Navy/Grey tent, and the colors are cool. Got some compliments from the neighbors on it. I like that the rain fly comes with the guy lines already attached. The interior gear pockets are fine, good for holding your phone. Wouldn't stuff them with anything heavy. There is a little ""ring"" at the center of the ceiling, to hang a small light. While you could technically fit 2 queen air mattresses, I would not. It leaves no floor space for gear. I will put in one mattress, and leave the other half of the tent for my kids Pack n' Play, and gear. It will fit the 3 of us comfortably. However, unless you intend to get cozy, I wouldn't advise this for 4 adults (but it could be done).Cons:Stakes - the stakes are just ok...they are the generic skinny steel ones. I would recommend spending an extra $10 bucks and buy some good ones.Footprint - the tent doesn't come with a footprint, though I imagine this helps keep the cost so low. Not a big deal, I use a tarp anyways.Door Screen - the upper half of the door can be unzipped to reveal the screen window. I really would have liked if the entire door could be screen, not just the top half.I also purchased some Coleman Seam Sealer, and sealed all the seams inside the tent, and the rain fly. Some of the seams are taped, but it's just good practice to spend the time to do this, no matter what brand/cost/etc tent you have. It saves headache down the road.Overall, I'm very pleased with the tent, and the cost. It will work well for short camping trips with a small family, couple, or individual.

  
", 4 Person
4,4,"







  
  
    Review from a retired backpacking guide.
  
",4.0,Amazon Customer,"Reviewed in the United States May 24, 2017","









  
  
    
  To start, this is a fantastic tent to take the family out for the weekend during warm weather. It is spacious, has plenty of headroom, has an awesome full tarp liner for the bottom (I still recommend placing another ground tarp down before setting up the tent to avoid any rips or tears in the tents bottom, let the cheaper replaceable ground tarp take that beating) If you are going for a multi day float trip this tent couldn't be better, or if you are camping where your car is accessible and weight is not so much of an issue this tent is AWESOME. And as far as my comment about the weight, its a 3 person tent, so I cant really complain that much (I acknowledge my bias, I prefer 2lb 1man tents, thought not nearly as spacious or user friendly).I got this tent because I knew I wanted more room for the dog and to get my girlfriend to actually enjoy camping. But I didn't expect this tent to be this huge, we had more than enough room for the two of us and my dog (lab/pointer mix) with plenty of room for our packs.This tent WILL KEEP YOU DRY, I took this tent on a multi day float trip from Missouri down into Arkansas, during which time I got rained on and the river even came up to one corner of the tent bottom and not a drop came into the tent.If you are an average camper who isn't so much into the long distance backpacking this tent is awesome, seriously, you should just buy it now if you fit in that category.Now here are my critiques, and my comments for those more adventurous people looking for a tent.This is NOT a COLD WEATHER tent! This is also the reason I didn't give it the full 5 stars. I took this tent out for a trip to the spanish peaks in colorado and camped out multiple nights. It was mid May and we camped at 10K ft. the night dropped down to the low 20's F and we were freezing, the gusts of wind would run right through this tent. This tent has a big mesh ceiling, a tall ceiling, and a large breathable mesh hole on the back wall, all of this is great for warm environments, however, it does not hold in heat, it expels it. It is too breathable for cold or windy environments.For those looking for a winter tent, I am not saying that you want a tent that is totally sealed up, tents that are totally sealed up cause you to sweat and holds in the moisture, moisture is your enemy in below freezing condition. You want something breathable, but you also want to keep in the heat, look for something with a lower ceiling and a rain fly that runs all the way to the ground, including covering up the doors (people use that area for their boots usually). Tents that have those types of rain fly's will have slots cut out that you can open to get a small amount of breathability out of the rain fly. With the addition of a rain fly like that I would say that this tent would fully fall into that 3rd season they advertise, but without a beefed up rain fly I would argue that this tent is more compatible for summer camping only. This rain fly keeps out the rain exceptionally well, but not so much the wind.  I would also advise any backpackers, to take a wool blanket to set as a floor mat, then lay your sleeping pads on that, you will be much warmer and happier.

  
", 3 Person
5,5,"







  
  
    Third tent's the charm!
  
",5.0,Xiola Bleu,"Reviewed in the United States September 8, 2015","









  
  
    
  Our first tent was an enormous Montana 8 person tent that used 6 poles and took 45 minutes to set up properly.  Our second tent was an instant double hub dome tent that had permanent poles that kept flipping upside down making it impossible to set up.  (We returned that one.)  This tent, however, is no-nonsense.  Two poles to put the tent up.  One extra pole to hold the rainfly up.  We put the tent up in a Florida thunderstorm in less than 5 minutes. We took another 5 minutes to set the 7 guy lines.  I didn't get the opportunity to spray and seam seal the tent since it was raining, but it did not leak through some very powerful Florida rainstorms, except for a few drops around the electrical port zipper.  Seal that part especially.  The tent moved around and shook through some rough ocean wind, but remained intact.  The tent is tall enough to stand up in (6ft tall) with room for a queen sized air mattress and tons of space for your stuff.  We had a cooler, a big box fan, and two pieces of luggage in there with room to spare.  I would say it's perfect for 2 people, comfortable with 3, claustrophobic with 4, and you'd have to be desperate to fit 5 or 6.  There is a port for your electrical cord.  Two pockets are attached inside, and a welcome mat was included.Taking the tent down was just as simple.  Just fold in half twice, then fold into thirds and roll up.  It fit right into the bag with no problems.  Easiest tent I've ever dealt with!I'd recommend a 10x10 tarp to go under the tent and a 10x20 tarp to go over it.  There are two huge mesh panels on the top of the tent, which is great for ventilation, but bad for sideways rain that can sneak under the rainfly.  I put the tarp longways over these vents and it kept out the sideways rain but there was still plenty of ventilation.There is a hook at the top to attach an LED light/fan.It was fantastic for warm/hot weather camping.  Might be too much ventilation for late fall camping, though, unless I can figure out a way of blocking those mesh panels.Best tent I've ever owned!

  
", 6 Person
6,6,"







  
  
    Tall tent, great for warm weather, LOTS of space!
  
",5.0,Washburn,"Reviewed in the United States April 30, 2017","









  
  
    
  I purchased this tent as a last minute replacement when I discovered all our previous tents had problems that were not things I could immediate fix. So since I've only used this for a weekend camping trip so far, and in ideal weather, I can't answer a lot but here are my opinions on it:- How many can fit?6 KIDS could probably fit. If you're an experienced camper then you obviously already knew this wouldn't fit 6 adults (or even teens) but I just feel the need to specify this. Realistically though if you're using camping mats that aren't larger than a sleeping and are adults you could squeeze 4 with room for bags at your feet. Cot wise I was using a Tenton Sports Adventurer so with using that as a reference I would say you could squeeze a maximum of 3 in there with no real aisle space on either side (maybe a leg width?), this is assuming you use the end point to enter and leave as well as storing underneath the cots. If you want more elbow room then I wouldn't put more than 2 in of that size, you could definitely put 2 of the XXL version of Tenton's cot as well and have space for an aisle between in which case with larger cots you could probably fit 2 couples comfortably if there aren't a million bags to deal with.- Is set up easy?As someone who has grown up camping this is pretty much your standard tent design in terms of set up. I ended up at the campsite well after dark and had a veteran camper along with a friend who doesn't tent camp often for helping me set it up to which it took us less than 5 minutes to put up. Super easy and does not require instructions if you've ever put up a tent like it before.- How is break down?Last day of the camp out I ended up having to break down the tent alone so it took me maybe more like 10 minutes but with help it shouldn't take that long at all. I even managed to get it into the bag WITH SPACE TO SPARE.... I folded in half then into 3rds and it fit without any struggle with everything rolled up in the tent. Still shocked it fit that easily after years of struggling with other tents to fit back into their bags.- Is there headroom to stand?Yes, PLENTY of head room and probably the roomiest tent I have owned to date. I'm 5'5"" and even with a small hanging light I got for the top of the tent I still had an arms reach above worth of room. Closer to the walls obviously it's a bit shorter but I did not feel the slightest bit restricted like a normal small tent has.- Is it warm?On a sunny day with it entirely closed it got a tad warm when I checked in on it but with all the ventilation it has built in already it really doesn't get scorching like some tents do if you don't have any windows open. The first night with this tent it actually got pretty chilly and the tent was assuredly not meant for colder nights, with a better sleeping bag rated for colder weather you should be fine though... mine just was very old and not great against the cold anymore.- Does it hold up to rain?I camped in sunny weather, so I cannot personally review it from experience, but I would say this is not a tent that I would knowingly take on a camping trip that will have rain. The only real reason I say this is because the back has this little vent to let air in around head level if you're sleeping on the ground which is great for summer/warm weather but as someone that has been in a flooded tent before it just seems like a horrible feature if you're going up against a storm. Some reviews claimed this wasn't a problem though so perhaps it isn't as big of an issue as it just appears to be from my perspective at least.Overall I love this tent, wish it retained heat a bit more, but definitely look forward to using it again on the next camping trip! Feel free to ask any further questions I'll try my best to keep on top of replies.

  
", 6 Person
7,7,"







  
  
    Waterproof, Inexpensive, Fast Set Up, and Light-Weight (2-Man Tent)
  
",5.0,Eskimoose,"Reviewed in the United States August 24, 2015","









  
  
    
  Good gosh folks!  I bought this 2-man tent due to the low price and the high scoring reviews here at Amazon and the reviews are spot on.  I had my eye on quite a few other tents at $125 to $250 but I have to say this one caught my eye early on because of the reviews.  I said: ""wtf? Order it and see how it performs and if it was all a big lie then I'm out a measly $38!""NOTE: On the advice of lots of folks here I purchased a small 2 oz bottle of ""Coleman Seam Sealer"" (available here or at Wal-Mart).  The day the tent arrived I set it up outside on my back deck and sealed all the seams and let it dry for about 4 hours before folding it back up and putting it away.PROS: This tent is inexpensive, light weight, easy to erect, and does it's job quite well. It assembles in about 3 to 5 minutes (if you've done it once or twice). The instructions are a perfect guide if you cannot remember the 3 easy steps.CAMPING IN THE RAIN:  So I went on my first camping trip with it this past weekend and I was caught in an off-and-on torrential downpour from 10 PM at night through 9 AM the next morning and guess what?  I stayed completely dry and slept very well. I did forget to zip the small electrical cord opening shut for the first few hours and the sideways rain got a few drops in there until I realized it and zipped it tight. I left the vent windows open during the entire storm and had zero issues with water.TIP: Be sure to bring a couple of large black trash bags to put the tent into if you have to break camp while it is still raining. That prevented a huge wet mess inside the car when I departed the camp site.Time will tell if this is a durable product ... but so far so good.  LIKE!

  
", 2 Person
8,8,"







  
  
    Coleman 4 person tent vs. 3 person tent.
  
",5.0,,"Reviewed in the United States May 26, 2015","








  
  Your browser does not support HTML5 video.










  
  
    
   This Coleman 4 person tent kept us warm and dry on our camping trip this Memorial Day weekend. This was my very first time setting up a tent and camping out with 2 kids and 2 dogs in tow, and it took me just 15 minutes to set up the tent.Set up took 15 minutes from start to finish for a tent newbie like me with some help from one kid. Based on forum advice I got some tent pegs that were easy to drive into the ground so I did not use the ones that come with the tent, so I had a very easy time setting it up. The poles were already connected by a string and I had to thread them through and clip them on with the attached clips. I also got a heavy duty tarp for the bottom of the tent based on advice on some reviews posted here. I had to fold it slightly to make sure it stayed under the tent. then once the tent was all straightened out I drove in the pegs into the ground. The rain fly was easy to install too and the included cords helps make sure the rain fly is stretched out away from the vents.The 4 person tent is 9ft by 7ft and it fitted an Intex Queen Mattress that I inflated in 15 min with a handpump. There was a little room on all sides of the tent after fitting in the mattress. If you push it to one side then there was place for one small person. We had 1 adult and 2 teenagers in the tent and our 75 lb lab and we were pretty comfortable with room to turn while sleeping. There was not really room for more than one small duffel bag after packing in 3 people and a dog, so if you're using this as a backpacking tent and plan to store your gear you can only fit in 2 people. I was glad that I had got this size compared to the 3 person tent (7ft X 7 ft) as it would have only fitted in a queen mattress and no more, and we ended up needing more room. I think the 4 person is a great size for 2 people to sleep in comfortably and have a bit more room to bring in a kid if needed.I had carried a seam sealer but reviews advised not to use it as the tent remains dry. There was no rain that night, just a little moisture in the air. The tent is very well ventilated so it got cold and airy in the tent in the night. Next time I may carry something to cover the vent on one side or maybe a warmer sleeping bag as the night got colder than we had anticipated. This would be a great tent for warmer summer evenings.The white walls of the tent reflect light well and there are 2 pockets on the side where you can put a flashlight facing upward to illuminate the whole tent. Another feature I liked was that the bottom of the tent comes up all around about 4 inches which helps keep dirt and water out. It's also advisable to pitch the tent on higher ground slightly sloping downwards so that the water flows downward away from you.The pull down was just as easy as the put up. It was easy to bring down and fold up the poles. However, I could not fit it back inside the bag. How did they manage to fit it inside that tiny bag in the first place is a mystery. I put the pegs, poles and my extra tarp inside and will find another bag for the tent itself.Now that I've learned that's it's not too hard to set up a tent, I plan to go camping more often with this Coleman Sundome tent.Update 7/9/2015 -The 4 person tent held up well and has been put up and taken down about 5-6 times already. It takes just 15 minutes to set up and is very comfortable in 45 degrees plus weather with a warm sleeping bag. For colder temperatures, I wouldn't recommend this tent. It's very airy and the 2 side windows that zip down made it comfortable even in 70 degree weather. For even warmer days you can leave the rain fly off if there is no chance of rain. I figured out finally how to roll it back tightly so it fits back inside the bag with all accessories. You just need to make sure you have the door and window unzipped so you can let all the air out and then it rolls up tight. I also purchased the Coleman 3 person tent, it is about 7 ft by 7 ft inside and just about fits an Intex Queen size air mattress. On a recent camping trip the 3 person tent worked for 2 teenagers and a dog inside the tent. It is a compact tent for 2 people, you can fit in 2 adults but there won't be any room for bags. It's not the lightest tent I've seen, but it's fairly small and fits back easily into the bag it comes in. We set up this one about 4 times and took it down in different camping grounds. The pegs did not hold up well in hard ground but I'd purchased a set of better pegs from Amazon.I am really pleased with both the tents and will be using them for many more camping trips.Update 9/29/16 - This tent is still going strong, I had my daughter put it up by herself and took a time lapse video. With a little help, it's even easier to put up, but she wanted to demonstrate putting it up with no help. It took her about 20 minutes, if there is someone to hold and align the poles it takes less time. It rained for hours in the night and the next day on our last day - this was a trip to Glacier National Park. We were both warm and dry in our 4 person and 3 person tent and it was kind of fun to hear the rain beat hard against the tent. I had not applied any seam glue to either of the tents, but might do so in the future. Unfortunately, on a subsequent trip in late fall, the tent pole snapped as the person setting it up with my daughter did not have much experience and went too hard. I now have to figure out how to get a replacement pole.

  
", 4 Person
9,9,"







  
  
    Terrible customer service!!
  
",1.0,Linda,"Reviewed in the United States January 20, 2019","









  
  
    
  I am vowing to never buy another Coleman product. I purchased the 4 person Sun Dome tent in 2017. The tent has been used 5 times, stored in the house so extreme heat has not compromised the integrity. While taking down the tent the shock cord from one support pole broke, leaving the tent useless. I contacted Coleman requesting a replacement pole. They refused to replace pole or even offer for me to buy one replacement pole. They recommend I find help at REI.... I did so. They also were unable to repair. The tent now is useless as well as Coleman customer service. REI commented they have had many complaints of Coleman products and customer service. I have spent thousands of dollars throughout my family’s camping years. Never again. I will search other brands and suggest others do the same. One tent pole would have made one happy camper.

  
", 4 Person
