,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,0,"







  
  
    Ph value is tested, far away from original description.
  
",1.0,Amazon Customer,"Reviewed in the United States October 26, 2018","









  
  
    
  I tested the ph of Icelandic water. The result is same as my house tap water, around ph 7. But the advertisements tell us the ph is 8.4. At the same time, I also tested the ph of Avian, the color is even darker than Icelandic’s and they only mark the ph 7.2

  
",Size: 25.4 Fl Oz (Pack of 12)
1,1,"







  
  
    Changed my mind- this IS excellent water. Tested for one week now. LOVE it.
  
",5.0,Andream,"Reviewed in the United States April 7, 2018","









  
  
    
  Initially I was hesitant about this product and actually did not initially rate it well BUT I gave it a second chance and the very next day I drank more of this water than I ever have any other. I have now drank this water for an entire week and just feel amazing.  The taste is pure and neutral- you don't taste anything, it's water.  I used to drink evian and Fiji on the regular, but I have drank other high-pH waters for many years BUT none of them were as easy to drink and tasted as neutral as this water. I've now also subscribed to this deliver because when I worked out the current price, it came out to only $1.19 per bottle U.S. dollars which is INSANE for water this good and high-quality. Normally I pay $2.00-2.50 for other brands in the 1 liter size category in this pH category of spring water as well. I gave it a chance and I drink way more water now than I have which was what I really needed to do for my health. (Oh and unlike some reviews you see on Amazon now, this is NOT paid for/sponsored. I never get paid or approached for any reviews, so this is just me loving this product.)

  
",Size: 33.81 Fl Oz (Pack of 12)
2,2,"







  
  
    It will change your health
  
",5.0,"Terrie, Louisiana","Reviewed in the United States March 22, 2018","









  
  
    
  This is quality water and very affordable. During my mothers chemo treatment I started buying the PH water in our local stores, then looked on Amazon to see if I could get a better price. I read a lot of the reviews and looked at my cost per oz. and found Icelandic Glacial water. The water has a nice taste and smooth texture, very pleasant to drink cold or at room temp. As I stated above, I started having my 83 yr old mother drink PH water during her rounds of chemo. We can tell a tremendous difference in her stamina, little to no nausea and her hair has thinned but not falling out. She has chemo every 4 wks and comes home with the Neulasta Onpro, so she is having very strong treatments. I am amazed how much this water is making a difference in her skin color, stamina and over all well being. Three variables that have made the difference, Pray, Chemo and the PH balance water.

  
",Size: 33.81 Fl Oz (Pack of 12)
3,3,"







  
  
    The only bottled water I'll keep in my fridge
  
",5.0,Buyer1234,"Reviewed in the United States June 10, 2017","









  
  
    
  As someone who has been to Iceland and was given a tour of the Icelandic Glacial Water facility where they bottle this water, and has seen the source of the water, I can assure you there is no false advertising with them. It is bottled at the source and they keep their facility so clean that we had to be covered from top to bottom before beginning the tour. They make their own bottles and it is directly from the source, so much so that their bottling process is designed so that the water is NEVER exposed to the open air until someone buys a bottle and opens it for the first time. If you shake up a bottle of Dasani and shake up a bottle of Icelandic Glacial Water you'll see and taste the difference.I've been drinking this water for 7-8 years and won't have any other bottled water in my fridge. Not many stores near us sell this water so it is nice to have the option to order it by the case here.

  
",Size: 33.81 Fl Oz (Pack of 12)
4,4,"







  
  
    If you have IBD, try this.
  
",5.0,Amazon Customer,"Reviewed in the United States November 26, 2017","









  
  
    
  Ok I know its a bit “exotic” and the marketing will be the first thing someone criticizes. I suffer from a life long gastrointestinal immune disorder. Acidity is a byproduct/problem and admittingly I’m not as disciplined as I should be with my diet. I tried this 8.4ph water as a recommendation and I have to say it helps me a lot. I was so skeptical. When I make coffee I use it. Normally coffee for me is not a great idea, but to beat fatigue I have to go for it. When I do, I brew my own and use this water. Again I’m not one to be a nut about any food, especially since I’ve been told by the best doctors there is no one diet that can “fix” me, but this water helps. I swear by it. I have made it a habit to use this water at least when I first wake up and go to bed. I have seen my usage of proton inhibitors drop from daily to 1-2 times a week and sometimes 0 for 2 or more weeks since I started using this. I believe it is assisting my GI tract with digestion, or at least reducing acidity without aggravating the already overactive nervous system. Evidence for that for me would be simply drinking something more acidic. When I do, an increase in flair ups is guaranteed. I try to balance a slightly acidic meal or liquid with this and well.. I feel better. In addition, this water tastes amazingly clean. Anyone I’ve given it to, without explanation they love it. So for me worth the cost.

  
",Size: 11.15 Fl Oz (Pack of 30)
5,5,"







  
  
    Fantastic water but way too expensive
  
",5.0,BK,"Reviewed in the United States May 6, 2018","









  
  
    
  This is my favorite water but unfortunately it is way over priced here on Amazon. I was able to get a couple of the 1 liter cases of 12 for $14.99 each once but since then it never dips below $28 and is mostly $35 and up. These smaller 500 milliliter 24 count cases are outrageously priced. $35 and change is just way too much. I finally settled on Fiji water at Sam's club that runs $20 a case for 24 of the 16.9 oz. bottles. You an occasionally catch them on sale cheaper than that at Sam's too. Amazon has the Fiji 1.5 liter bottle case of 12 for $23 which is a good deal if you are ok with the large size. But back to Icelandic. It is hands down the best tasting water and it tests out really good on tds and akalinity. Only buy when you can find it reasonably priced and that just doesn't seem to be in Amazon's plans. Look elsewhere for Icelandic unless you just have the $$$ to afford it.

  
",Size: 16.9 Fl Oz (Pack of 24)
6,6,"







  
  
    Do not fall for this
  
",1.0,Robert R. Stanley,"Reviewed in the United States April 29, 2018","









  
  
    
  DO NOT ORDER THIS. IT IS INSANE THAT THE ARE CHARGING OVER 14 dollars for 1 liter of water.  More over you cannot return or get a refund.I have  been a customer since 1999

  
",
7,7,"







  
  
    Stay away from the PLASTIC BOTTLES!
  
",1.0,Lauran H.,"Reviewed in the United States September 24, 2019","









  
  
    
  I ordered 2 cases of the plastic bottles from Amazon. I have always purchased the glass bottles but thought I would try the less expensive plastic bottles. There should be a warning that this product can cause kidney damage if consumed in plastic bottles. This product gave my family the worse back pain ever, we found out that it was our kidney's and to stop drinking the water. After reading in several blogs that the plastic Icelandic uses is one of the worse on the market for plastic Microfiber contamination by the World Health Organization (WHO). I usually purchase 2 cases of 12 glass bottles @ $89 each and never had a problem, but this is unbelievable.  These bottles are killing your customers and the environment.Amazon is only allowing one refund, and will not take the opened or unopened box back. I literally have to waste product and my money.

  
",Size: 33.81 Fl Oz (Pack of 12)
8,8,"







  
  
    Excellent, Excellent water
  
",5.0,Tony Apf,"Reviewed in the United States July 20, 2016","









  
  
    
  Excellent, Excellent water. I just wish it was more affordable. Has a crisp clean taste and best of all it is a high ph and fluoride free.

  
",Size: 16.9 Fl Oz (Pack of 24)
9,9,"







  
  
    IT IS NOT 8.4 PH ... COULDN'T BE MORE DISAPPOINTED :(
  
",1.0,tiprtst,"Reviewed in the United States August 14, 2019","









  
  
    
  I have an auto-immune condition...higher ph is better for me than lower...was excited to receive this...tested it as soon as I got it...registered at 5.8!!!! That isn't good for anybody...at the very least it should be 7. I have no idea what went wrong...plastic, heat...light? Nevertheless, save your money AND your back...ordering a case is not a good idea unless your a 'weight-lifter'...VERY heavy. Returned for a refund.

  
",Size: 50.7 Fl Oz (Pack of 12)
