,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,79,"







  
  
    Not Hanes shirt
  
",1.0,Big d.,"Reviewed in the United States May 12, 2020","









  
  
    
  Not a real Hanes shirt . I can’t believe this ,I wear a lot of t shirt as soon as I open it I knew right away it’s fake. It also doesn’t feel like Hanes t shirt

  
",Size: 4X-LargeColor: Black
1,307,"







  
  
    Doesn’t hold Sizing, after washing. Has a cheapness feel, that other products by this manufacturer
  
",3.0,Sci Fi Nutt,"Reviewed in the United States November 9, 2020","









  
  
    
  I’ve brought many products by this manufacture before, and they tend to run large. For For some reason this product initially fit nicely. But once it was washed it size reduced to be uncomfortable.

  
",Size: 3X-LargeColor: Light Steel
2,139,"







  
  
    Material seems nicer than what we've gotten at a box store
  
",5.0,Kristen,"Reviewed in the United States January 2, 2018","









  
  
    
  I generally wouldn't bother writing a review for plain, white T-shirts but I was pleasantly surprised that these were a bit thicker and nicer material than I was expecting.  We have other versions of this T-shirt bought at a box store and the material isn't the same.  So here I am writing a review for plain, white T-shirts.  These are nice.  Not sure why they would be different, but they are.

  
",Size: LargeColor: White
3,70,"







  
  
    Hanes is back!
  
",5.0,Philip from Minneapolis,"Reviewed in the United States February 17, 2021","









  
  
    
  The last few years, I've been disappointed with the Hanes t-shirts I bought--apparently, due to increased price of cotton--so they thinned down the fabric; and also painted the label on (what the heck is wrong with a standard label?  It shows me instantly which side of the t-shirt I have).  But these latest t-shirts are great, thicker fabric, fits fine, regular old label again.

  
",Size: MediumColor: White
4,194,"







  
  
    Quality T-shirts at a reasonable price.
  
",5.0,Bob C,"Reviewed in the United States September 2, 2020","









  
  
    
  I purchased these T-shirts with the hope of a comfortable fitting T- shirt; no advertising or messaging. These stylish T-shirts are exactly what I was looking for at a very reasonable price. I will undoubtedly purchase more of these Tees in the future.

  
",Size: 4X-LargeColor: Smoke Grey
5,85,"







  
  
    Super weird fit
  
",1.0,Alex W.,"Reviewed in the United States August 18, 2018","









  
  
    
  Super weird fit. I bought these for the gym and I got XL so I can reach above head without uncovering my out of shape belly. Well if you're looking for a square fit with arms that are cut way too low and taper weird, then you might like these. The sleeves start so low on the side and taper in a way that makes all this extra material bunch up under my arm. Right in the sweaty part. It's bizarre. Also, they are square after they shrink. Def not long enough for how wide they are. Not to mention that as soon as I start to sweat, they get all saggy and look terrible. I don't write reviews that often, but these were so bad, I felt compelled to.

  
",Size: X-LargeColor: Denim Blue
6,212,"







  
  
    Decent, cheap cotton shirts, but nothing special
  
",3.0,pen_name,"Reviewed in the United States January 31, 2021","









  
  
    
  Not the original ComfortSoft line, but still good 100% cotton shirts. Made in Haiti. Tear-away tag is a non-issue, despite former shirts being tagless. They do attract some lint, but nothing substantial. There is nothing wrong with them, especially considering the price. They appear to be genuine Hanes - I found them here after seeing stores near me no longer carried them. Perhaps this is why.

  
",Size: 4X-LargeColor: Black
7,303,"







  
  
    They'll do the trick but they're quite thick.
  
",4.0,HempHippie,"Reviewed in the United States March 6, 2017","









  
  
    
  My husband needed black undershirts and they're cheaper online than in stores. My husband always wears Hanes white undershirts.The only problem with these shirts is they're really thick.  I would want my undershirt to be thinner since it's an UNDERSHIRT.  I didn't want layers to keep my husband balmy at work.  Other than that, they're fine.

  
",Size: LargeColor: Black
8,50,"







  
  
    Layers with style
  
",5.0,Robert G. Leroe,"Reviewed in the United States January 28, 2021","









  
  
    
  Here in New England, wearing layers of clothing is essential, but white t-shirts stand out and (in my opinion) look unsightly under an open-necked shirt.  These shirts by Haynes are perfect: they fit good, give extra warmth, and look terrific.  They are a deep, rich, stylish dark grey which go nicely with every color.  They complement what you're wearing.  There's a tag in the back which doesn't bother me in the least, but I hear some people don't like tags.  I really don't see how you could go wrong with these t-shirts; they're ideal.

  
",Size: 4X-LargeColor: Smoke Grey
9,271,"







  
  
    Used for Nursing School
  
",5.0,Anayrb,"Reviewed in the United States January 6, 2020","









  
  
    
  I am currently in Nursing School and needed shirts that matched my scrubs.  These were perfect!  My favorite part about these shirts is the fact that they breathe and don't overheat me.  I tend to get hotter faster than others, but these kept me cool as a cucumber for my 8 hour clinical rotations.

  
",Size: X-LargeColor: Navy
10,321,"







  
  
    good t shirt
  
",5.0,Ryan Paasch,"Reviewed in the United States March 17, 2021","









  
  
    
  shirt is the right size, i did go one size larger than normal, but I think all shirts are that way now.  Comfortable and look nice

  
",Size: 3X-LargeColor: Assorted
11,234,"







  
  
    Fake Hanes T shirts
  
",1.0,Amazon Customer,"Reviewed in the United States March 5, 2020","









  
  
    
  These T shirts arrived in a clear plastic bag. The tags were not Hanes official logo. And Hanes T-shirts do not have a tag on the inside bottom of there t-Shirts. Do not waste your time buying. Don’t why Amazon doesn’t believe there are a lot of cheater and scammers in this world.

  
",Size: X-LargeColor: White
12,64,"







  
  
    Perfect Shirts Great Quality
  
",5.0,Kilo man,"Reviewed in the United States July 16, 2020","









  
  
    
  The shirts are very durable and fit great. I am about 5’9 170lbs and they fit perfect. Not too tight or too loose. I wouldn’t say they are “really soft” they have a more durable feel. Most shirts that are really soft usually feel cheaply made. These do not. Definitely recommend if you are just looking for a simple black shirt.

  
",Size: 4X-LargeColor: Black
13,106,"







  
  
    Knock off product
  
",1.0,Cody,"Reviewed in the United States July 14, 2020","









  
  
    
  These shirts are either not comfort soft products or the comfort soft brand is now junk. These do not have the packaging or the tags that you receive in a store and are not the same quality. Not even close. They are rough and not comfortable at all. Only explanation is that they are knock off products and not actually being sold by Hanes

  
",Size: LargeColor: White
14,317,"







  
  
    Quality is sufficiently good, but they are WAY too small for ""Large"" tee-shirts.
  
",2.0,Ed Murphy,"Reviewed in the United States December 5, 2019","









  
  
    
  Quality is sufficiently good, but they are WAY too small for ""Large"" tee-shirts. In other brands I always order Large and the fit is perfect, but Large with these Hanes tee shirts is too small, like 'muscle' shirts. Also too tight under the arms.

  
",Size: LargeColor: White
15,226,"







  
  
    Fake Hanes shirt
  
",1.0,Kayla B.,"Reviewed in the United States May 5, 2020","









  
  
    
  Purchased these for my fiance for work.... They definitely were NOT Hanes, were NOT cotton. Shirt says made in the Dominican Republic and 100% cotton. Have purchased the same type in store and the fabric is way different and softer. Also, it stated ""tagless"" and came with tags. Had to rip them off... So many red flags that these WERE NOT HANES BRAND SHIRTS! Will not be purchasing again

  
",Size: 4X-LargeColor: Black
16,318,"







  
  
    Texas Orange is a great color for a no-pocket t shirt
  
",5.0,Moodies forever,"Reviewed in the United States January 15, 2021","









  
  
    
  Everything is great at this price. Sizing, color choices, quality of the stitching and guess what? they all fit the same. Nuff said.

  
",Size: XX-LargeColor: Texas Orange
17,15,"







  
  
    Standard Shirt
  
",3.0,Joe & Will,"Reviewed in the United States October 9, 2018","









  
  
    
  There was nothing really wrong but the medium was larger than expected while the large was smaller.They are are course material (but I feel like that is the standard feel for new cotton)It was also stranger how all the shirts were made in different countries.And after seeing other reviews I decided to return them prior to washing.

  
",Size: MediumColor: Assorted
18,262,"







  
  
    Black is not cotton
  
",1.0,Ely,"Reviewed in the United States June 16, 2019","









  
  
    
  Very rough, not cotton. The details of the product on the website  doesn't match the real product, I ordered a pack of 4 black ones, they come with a plastic Hanes tag, no any description about the fabric, doesn't feel like cotton. I  was planning to  return but the location to return the product is far so am I make a donation to a charity.

  
",Size: LargeColor: Black
19,207,"







  
  
    Excellent buy|!
  
",5.0,alice foust,"Reviewed in the United States September 8, 2020","









  
  
    
  Bought some t-shirts, non name brand that were too short and too thin.  I was happy to receive these which were just perfect.  Nice quality and excellent fit.  Laundered with no shrinkage, too.

  
",Size: XX-LargeColor: White
20,131,"







  
  
    Its truly what you get for the price
  
",2.0,tired artist,"Reviewed in the United States December 7, 2020","









  
  
    
  I needed a bunch of new shirts for a new job and for the price, the quality of the shirts are sadly what you get. The quality is bad and just gets worse with each wear and wash, but given how price, I feel I can't really complain. Just know what you are getting into with the price, something that will last for a short/quick fix, but shouldn't be sought as a long time fix to a work shirt issue. Honestly for the price though, I can see myself going back to get more once mine are done.

  
",Size: 4X-LargeColor: Deep Red
21,144,"







  
  
    Excellent Product
  
",5.0,Carol G.,"Reviewed in the United States April 20, 2020","









  
  
    
  I get these to sleep in. So, I get the extra large shirts. I'm 5'8"" and the are about mid thigh.  A little shrinkage when washed. Would purchase more when needed. I'm a 74yo lady and comfort is everything.

  
",Size: 4X-LargeColor: Navy
22,54,"







  
  
    Good T-shirts, lesson learned
  
",4.0,Ron G,"Reviewed in the United States October 7, 2019","









  
  
    
  Update:  I learned a valuable lesson from my first purchase.  If the t-shirts are 100% cotton, you should go up one size.  They are going to shrink down a size in the dryer even at the lowest setting.  I had to get rid of all my 100% cotton mediums and buy a large.  If the shirts are a cotton-poly mix, they won’t shrink as much and you’ll probably be ok with your regular size.  I hope this info helps. I like Hanes t-shirts in general and decided to give these a shot.  No name packaging was a little suspect, but the t-shirts appeared to be decent quality, not too thin or too thick.  I wash all my tees and underwear first before wearing.  What I’ve learned over the years is not to machine dry these t-shirts if you want them to maintain their shape and especially length.  I wash them, gently pull them length wise and hang dry them.  Works like a charm.  If you must dry them, you must use the lowest possible setting which I believe the delicate option and not for too long either.  Hope that info helps.

  
",Size: 4X-LargeColor: Black
23,145,"







  
  
    Counterfeit!  These are not soft.  They are scratchy.  I know Haines--these weren't right.
  
",1.0,Charles Wheeler,"Reviewed in the United States February 3, 2020","









  
  
    
  The shirts will work but they are scratchy even after 5 or 6 washings.  I know for sure what Haines T's are supposed to be like and these aren't them.  You can tell right away by the very lightly printed inside brand stamp that something is wrong.  Perhaps you will get the proper product when you order, but check when they arrive and return if not right.

  
",Size: LargeColor: Black
24,114,"







  
  
    SOME sizes/colors are tag free
  
",4.0,HAWKS12,"Reviewed in the United States November 5, 2020","









  
  
    
  If tag free is important to you, then make sure to read the description on each item before you purchase. I clicked through multiple sizes/colors and noticed some are described as “tag free” and others are described as “tear away tag.” Not sure why they aren’t all the same, but I like the shirt none the less. Cheap and comfortable.

  
",Size: 3X-LargeColor: Charcoal Heather
25,187,"







  
  
    For short fat people as usual.
  
",2.0,Marcus Thompson,"Reviewed in the United States February 2, 2021","









  
  
    
  Another shirt meant for fat short people. You all know what I mean. This isn’t the brand for you unless you’re 5’7” 240lbs. Sad how many shirts are designed and cater to only short fat people. Keep looking this isn’t what you want.

  
",Size: X-LargeColor: Charcoal Heather
26,231,"







  
  
    Well, it’s a white t-shirt but...
  
",1.0,D. F. Carver,"Reviewed in the United States October 26, 2020","









  
  
    
  Not as advertised. How can this possibly have as many stars for this product as claimed!? I do not believe this listing is the actual brand or product advertised. There is a tag (which would not be found on a “comfort soft” hands t-shirt. The material is not “soft” and it was not in Hanes packaging when it arrived. Unfortunately this is not the first time this has happened on Amazon. Shame on me for ordering from amazon again...

  
",Size: MediumColor: White
27,169,"







  
  
    Not Hanes ComfortSoft. Knockoff.
  
",1.0,charlie,"Reviewed in the United States July 6, 2019","









  
  
    
  These are not authentic Hane's ComfortSoft t-shirts. They arrived in a clear plastic bag with no branding. The tag on the shirt has no mention of ComfortSoft. I have purchased ComfortSoft before and the tag says ComfortSoft. Also, these shirts are rough, thick and not the correct size. Returning.

  
",Size: LargeColor: White
28,208,"







  
  
    Great fit. EXCEPT for...
  
",3.0,Nikki Cheren Lane,"Reviewed in the United States June 18, 2019","









  
  
    
  My husband is always nagging for more basic shirts to wear around the house. I figured these would be great...especially For the price. They were almost Perfect... the arms fit SOOOOOO big. it fits great elsewhere and If we sized down it wouldn’t look as good. I’mNot sure what the deal is with the arms for you could fit multiple arms in one opening.

  
",Size: X-LargeColor: White
29,135,"







  
  
    Quality decreased from 6 months ago
  
",3.0,Dave,"Reviewed in the United States June 27, 2020","









  
  
    
  First time I bought these shirts was in October 2019. Quality was great, fitment great, and was very happy. However, this is the 2nd time I ordered (June 2020) and the shirts are completely different. They are cheap feeling, thinner materials and stitching not nearly as nice. The fitment also is funky. Much tighter around collar and arms. Too bad.

  
",Size: 4X-LargeColor: Black
30,162,"







  
  
    These have tags
  
",4.0,,"Reviewed in the United States July 18, 2020","









  
  
    
  I wish I'd paid closer attention. These have tags, and I prefer tagless. But a snip of the scissors and the tags are gone. Otherwise, these shirts are fine.

  
",Size: 4X-LargeColor: Light Steel
31,102,"







  
  
    Not like the old days....
  
",3.0,WV_Mom,"Reviewed in the United States January 27, 2021","









  
  
    
  I am a little disappointed in the fabric. I asked before purchasing if this was a light weight shirt.I have HAINES cottonsoft tshirts. I was looking to replace them-with identical!These are much heavier than expected.They don’t make them like they once did.They will be a bed time shirt for the kiddo.

  
",Size: 4X-LargeColor: Light Steel
32,159,"







  
  
    it's nothing like my previous shirts that I really like
  
",1.0,Actual Amazon Customer,"Reviewed in the United States July 1, 2016","









  
  
    
  Shirt rides up on the front of the neck. The tag absolutely drives me crazy. Yes I said tag. Even though the description says tagless it has a tag. This is not the shirt I ordered, it's nothing like my previous shirts that I really like. The picture shown is the same shirt I have bought previously and really like, but zoom in and you'll see no tag is shown these shirts have tags.If I hadn't cut out the tag and washed the shirt I would return them. I have only worn one shirt, guess I'll give the others to someone.This is for the white shirt.

  
",Size: XX-LargeColor: White
33,189,"







  
  
    Ordered 3XL, received 2XL, buyer beware.
  
",2.0,A. Pena,"Reviewed in the United States November 7, 2020","









  
  
    
  I ordered 3XL, packages arrived indicating 3XL but shirts are tagged 2XL and the fit as expected is smaller than needed.  Not impressed.  Putting a sticker on them to say 3XL while manufactured as 2XL isn't fooling anyone especially when they fit like 2XL.

  
",Size: 3X-LargeColor: Charcoal Heather
34,206,"







  
  
    Still itchy after 5 washes
  
",2.0,tammy theodore,"Reviewed in the United States May 30, 2020","









  
  
    
  These t-shirts were purchased for my son. They look good and fit nicely but he says they are itchy and uncomfortable to wear despite having been washed five times. These shirts have tags and it seems he may have been confused when we bought them as the Hanes shirts he had previously were tag less and soft and he really liked those.

  
",Size: LargeColor: Black
35,71,"







  
  
    Severe discoloration
  
",1.0,Aliamanu,"Reviewed in the United States September 1, 2019","









  
  
    
  I washed these beige t-shirts upon receiving them and the color faded noticeably on the sleeves to a yellowish tint.  Washed them a second time and the discoloration was noticeable on the main portion of the shirts.  I didn’t use any type of bleach, chlorine or non-chlorine, when I washed them.  Because of the very obvious and ugly discoloration, they are unsuitable to wear except for when I clean the yard.  What a waste of money.

  
",Size: MediumColor: Sand
36,256,"







  
  
    Nice quality.  Thicker than typical white undershirt.
  
",5.0,Josh,"Reviewed in the United States October 29, 2020","









  
  
    
  Seems like very good quality shirts.  They fit as expected and are quite thick.  Might not be great in hot summer weather, but better for colder seasons.  Will order again when price is right.

  
",Size: 4X-LargeColor: Black
37,101,"







  
  
    Good T shirts just wish they where 5 in a pack
  
",5.0,Fred R.,"Reviewed in the United States April 20, 2019","









  
  
    
  I been buying this grey t shirts for work for 3 years one set each year getting ready to buy a set now i wash them separate with no other cloths  in cold water and use downy softener and hang on line to air dry dont put them in the dry or they will shrink  and in the winter its a pain but i hang them in the bathroom over the shower doors or in the house  and let the house heater dry them keeps the shirts from shrinking and keeps the neck from loosening or widening

  
",Size: 4X-LargeColor: Light Steel
38,261,"







  
  
    T-Shirts that wear well
  
",4.0,Ivonne Cameron,"Reviewed in the United States December 22, 2019","









  
  
    
  This is my third time ordering this product, my husband loves them and wears them every day under his uniform.  Asi I stated before these t-shirts are durable, wash well and are soft to the touch.  I will definitely continue to order this brand since they wear so well.

  
",Size: LargeColor: Black
39,166,"







  
  
    Regular shirt - not extra soft
  
",4.0,Shelby,"Reviewed in the United States January 26, 2021","









  
  
    
  These are just plain, regular T-shirts which is what I wanted. I don't think these feel scratchy like other reviews mentioned, they're just cotton shirts. However, since they are called ""ComfortSoft"" I did expect them to have a softer feel and that is why I rated 4 stars.

  
",Size: X-LargeColor: Charcoal Heather
40,91,"







  
  
    Delivered product not as advertised
  
",1.0,Traveler2,"Reviewed in the United States December 5, 2018","









  
  
    
  This review is not a relfection on the quality of the T-Shirts.  It is a reflection on the inaccurate product description and/or fulfillment of the order.  The product clearly describes it as containing four colored T-Shirts.  When the package arrived, it included 3 colored T-Shirts and 1 white one.  I returned it and asked for a replacement.  The replacement also came with 3 colored T-Shirts and one white T-Shirt.  I have asked for a refund.

  
",Size: SmallColor: Assorted
