,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,35,"







  
  
    PS4 is a great leap forward in the next generation consoles
  
",5.0,Porfie,"Reviewed in the United States November 17, 2013","









  
  
    
  Really enjoying the PS4 so far. I think my biggest gripe are the lack of good games available for it at launch. I have been playing the free games with my Playstation plus 30 day trial. System is nice and small and quite compared to my PS3. A few gripes I have is the lack of CD playback, MP3 support and DLNA support. I know those will be coming soon so I'm not stressing about it quite yet. I will rate it FIVE stars once those features are added. Once games like the new Uncharte and a few other ones come out for it, then we will appreciate our purchase more. In the meantime I am just enjoying it more as a blu-ray player and streaming device till the content is there. I also believe with updates down the road this will improve the way the PS3 did back in the day.One more side note. If when your watching a blu-ray and you try and get the DTS-HD Master Audio and or True -HD audio to light up on your receiver, you have to change that setting when your in the movie by hitting the options button on the remote and going to audio settings. Why Sony didn't include this in the settings menu is beyond me.

  
",
1,154,"







  
  
    It's the best
  
",5.0,Xioo,"Reviewed in the United States June 17, 2014","









  
  
    
  Ok, so Xbox fanboys will have a much different opinion, but this console is amazing. Graphics and speed are amazing. A boatload of games, and  Sony Is now previewing a cloud based gaming service that will allow you to stream PS3 games directly to this console. I am  in beta and it already works great... This is gonna be a game changer. This is the console gaming rig to have, no question about it.

  
",
2,78,"







  
  
    Cant go wrong with a PS4
  
",5.0,M. Bemis,"Reviewed in the United States December 2, 2015","









  
  
    
  Works great I have had since initial release and this is a second one I purchased for a vacation home. Games look great. Wireless speeds not great though. I have in the same room as the router and i get maybe 25 or 30 meg. when I hard wire in I get over 50 and my broadband is 150. I like the party chat with my friends even if we are playing different games helps us stay in touch. Graphics for the games I have are excellent. I used to be an xbox guy but the PS3 converted me.

  
",
3,30,"







  
  
    Nice system
  
",4.0,Rambo,"Reviewed in the United States January 21, 2017","









  
  
    
  Love it. I wish it was backward compatible though. When getting rid of my PlayStation 3, I had to also give away many of the ps3 games. But overall this is a good upgrade. Other non-game features such as Netflix and Amazon are good too. I didn't try Spotify as I already subscribe to Google music. I waited more than three years for the price to drop before purchasing.

  
",
4,255,"







  
  
    Best thing going
  
",5.0,Amazon Customer,"Reviewed in the United States June 10, 2014","









  
  
    
  The new PS4 is great. No complaints so far. The controllers are a great new design.The games have been slow in coming, but I'm assuming thats because its a new platform.From what I have seen, if you're looking for next gen console then this is you're only choice.The free games online are cool as well.The xbox one is a bad joke with its poor design.

  
",
5,384,"







  
  
    Five Stars
  
",5.0,Shekrae,"Reviewed in the United States January 10, 2018","









  
  
    
  Great productLong lasting

  
",
6,223,"







  
  
    Ugly machine, But the games will make up for that.
  
",5.0,Dustin,"Reviewed in the United States December 24, 2013","









  
  
    
  Ps4 has a lack of games at the moment, but they are on the way. I received my Ps4 on launch day and have had no problems so far. The UI was a little problematic at first, but updates have helped a lot.  Call of Duty, Battlefield and 99% of all other EA software I will not buy. I like to spend my money on things that I fill have some kind of quality. With that being said I got Killzone. Campaign is dull and boring compared to Killzone 2 and 3, but it does look very very good on the screen. Multiplayer is exceptional and if you liked other Killzone games you'll probably like the multiplayer more than the campaign. Just my opinion.  The controller is better, BUT!!! The battery life is only about 6 hours, so have a spare controller ready if you intend on playing for any length of time.

  
",
7,5,"







  
  
    Love it
  
",5.0,Stephanie L Buchanan,"Reviewed in the United States November 17, 2018","









  
  
    
  My PS3 only lasted about a year, so I was a little hesitant how long this unit would last.  I've had this for over a year and a half with no problems and I have got a lot of hours of use out of it.  The brand has been able to keep up with new and changing innovation and it has swayed me from my former brand loyalty.  You don't even need to be a gamer to get use out of this machine.  It will play blu-ray and dvd, and you can use it for streaming apps.  I really like that because I don't have to switch out a bunch of devices between limited HDMI ports on my TV.  I've also used it with my projector.

  
",
8,65,"







  
  
    AWESOME!
  
",5.0,Karalyne Lindsey,"Reviewed in the United States February 23, 2014","









  
  
    
  The Ps4 is Awesome! I have both systems and they are worth it! Yes there is bitter reviews,  but really 1 star? Faulty products do happen so don't let that be the reason not to buy it. Amazon will take care of you if something like that was to occur. So now onto the product. This system definitely pushed the bar beyond what i thought next gen was going! The UI is fast and simple, and the setup is easy. Yes there is some minor faults like connecting surround sound. (need an optical cord) and doesn't use old TB headsets (as of now) and 3d support, But like i said those are minor.  Make sure you get playstation plus for the free games and to play online.Yes they have a online membership like xbox but the difference is $10 cheaper and they give free games with it or discounted.  Yes there is limited titles out right now but there will be a-lot of them coming! As for over paying for the system don't! Just get on the waiting list or get sent a reminder when they are available.

  
",
9,50,"







  
  
    Excellent Entertainment System - Will Get Better Once More Games Are Out
  
",5.0,Knight Ducharme,"Reviewed in the United States May 29, 2014","









  
  
    
  The user interface takes a little bit of getting used to, but seems to be relatively simple and ad-free compared to that of the Xbox One. The ability to put apps (i.e. Netflix or Amazon Prime) on hold to open another app or navigate through the menus is great.The controller is great, though I do miss the ""start"" button. The touch pad works well in game play and doesn't feel gimmicky. The recent system update allowing users to dim the light bar on the controller has helped extend the decent battery life.I highly recommend purchasing with a PlaysStation Plus subscription, as the free games every month are a nice addition. The free games for the PlayStation 4 are nowhere near as good as the options that have been coming out for the PlayStation 3, however.

  
",
