,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,442,"







  
  
    Basketball received quickly
  
",1.0,cheryl a.,"Reviewed in the United States December 31, 2019","









  
  
    
  Ball delivered quickly however the ball will not hold air and has a leak somewhere

  
",Style: Basketball
1,233,"







  
  
    Great
  
",5.0,Amazon Customer,"Reviewed in the United States December 31, 2018","









  
  
    
  i love it

  
",Style: Basketball
2,329,"







  
  
    Outdoor ball with indoor ball feel
  
",5.0,B.A.Simpson,"Reviewed in the United States February 10, 2020","









  
  
    
  The ball simply feels like a real basketball: weight, diameter, bounce

  
",Style: Basketball
3,777,"







  
  
    Dependable indoor and outdoor ball
  
",5.0,Jonathan L.,"Reviewed in the United States August 15, 2015","









  
  
    
  I usually go cheap on my bassketballs, but I decided to get something with more professional materials this time around. This is a great ball that functions well both indoor and outdoor.

  
",Style: Basketball
4,440,"







  
  
    Bad grip
  
",2.0,Jared Carter,"Reviewed in the United States June 29, 2020","









  
  
    
  Really bad grip even for an outdoor ball. Kept slipping out my hands

  
",Style: Basketball
5,680,"







  
  
    GreatGift!
  
",5.0,Julie L.H.,"Reviewed in the United States December 25, 2014","









  
  
    
  Great deal! My nephew loved this!

  
",Style: Basketball
6,405,"







  
  
    Material A++++
  
",5.0,Amazon Customer,"Reviewed in the United States June 7, 2019","









  
  
    
  Excellent basketball with superb grip

  
",Style: Basketball
7,823,"







  
  
    Good Quality & Good Price
  
",5.0,Danny,"Reviewed in the United States September 12, 2010","









  
  
    
  In fact, the picture of this ball contains a small mistake.The word ""INFUSION"" is not printed on the ball at all,and actually the 2nd picture which contains ""NBA Zi/O"" is the correct one.Note that there are 4 levels for this type of Spaling basketballs:1.) Professional Game Ball: The official game ball of NBA.2.) Maximum Performance: Ultimate composite leather cover for the highly competitive player.3.) Advanced Performance: Premium composite leather cover for the serious player.4.) Performance: Durable outdoor cover for players of all levels.and this item belongs to the ""Maximum Performance"".I bought a ball which belongs to ""Advanced Performance"" level at the Dick's,and it was the same price as this one, which is a better and higher quality ball.Thus, I returned my ball to the Dick's and ordered this one.In addition,this ball is more suitable for indoor play.If you use it as an outdoor basketball,you will need a new one soon.

  
",Style: Basketball
8,1009,"







  
  
    great buy!
  
",5.0,Breeeee12,"Reviewed in the United States February 28, 2014","









  
  
    
  It came quickly and in perfect condition. It is exactly as the description says, would definitely recommend this to a friend!

  
",Style: Basketball
9,842,"







  
  
    Four Stars
  
",4.0,Earl Smothers,"Reviewed in the United States May 9, 2015","









  
  
    
  Good quality.

  
",Style: Basketball
10,654,"







  
  
    Five Stars
  
",5.0,Cal,"Reviewed in the United States October 29, 2017","









  
  
    
  Exactly what I was expecting

  
",Style: Basketball
11,38,"







  
  
    Terrible Quality. Lasted less than a month.
  
",1.0,Kevin,"Reviewed in the United States October 10, 2020","









  
  
    
  The ball can not hold its air for more than a day. If I leave it for 2 days, I need to re-pump it. I has been gradually worse to the point where its unusable. It was also delivered a week after Amazon's expected delivery date. In addition, the item is cheaper on the maker's website.

  
",Style: Basketball
12,558,"







  
  
    Five Stars
  
",5.0,polvodeangel,"Reviewed in the United States June 16, 2016","









  
  
    
  All right!

  
",Style: Basketball
