,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,0,"







  
  
    All stainless kettle is a must if you worry about plastic
  
",5.0,Matt,"Reviewed in the United States December 2, 2020","








  
  Your browser does not support HTML5 video.










  
  
    
   Just received the hadineeon double walled electric kettle and it’s an amazing product. I already have another kettle that is made by hadineeon and I was looking for a completely stainless steel kettle that had a cool touch exterior. I found this and it is exactly what I needed.Pros:Entirely stainless on the inside. There is no plastic or silicone whatsoever on the inside.Soft open lid. Some lids pop open splashing hot water on you. This is very well engineered in that regard.Power. 1500w is more than enough power. It heats up 1.5l in roughly 3-5 mins depending on the temperature of the water.Aesthetics are nice. Can’t beat it for the price.Cool touch exterior and being double walled is great for heat retention. I have a kid and my other kettle is glass which gets hot and this has the cool touch which is awesome.Remember that an electric kettle is more than just heating up water for tea and coffee. I use this to preheat water for making pasta which saves a ton of time compared to heating up on stovetop alone.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
1,1,"







  
  
    Very good kettle for the money A+++
  
",5.0,DAVID,"Reviewed in the United States December 8, 2020","









  
  
    
  It's been two weeks since I get this electrical water hitter it  looks very nice on my kitchen counter interior.  First I boiled water for my tea and OMG, tee  tasted horrible, then i read instructions  and boiled water three times, yes, people ,you should boil water couple of times before you start using it, to remove  whatever stainless steel is cover with ,initially, after that  water taste perfect. Automatic shutdown works perfectly but you should keep water  level between minimum and maximum. You can boil one cup also but you should shut down manually when it starts boiling and it happening very fast. Whole week i've been using this heater very heavy, I  mean very heavy, boiling like  5 gallon of water a day just to make sure it works and I don't have to return ,so far so good ,works perfectly ,I will post another review  in a couple of months.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
2,2,"







  
  
    The kettle I've always needed and never knew about! LOVE IT!
  
",5.0,John E. Litton,"Reviewed in the United States December 13, 2020","









  
  
    
  Okay, so I am a huge HadinEEon product fan. Why? I had gone through 5 different manufacturer frothers for my coffee cream and theirs was the BEST of all. I loved that item so much that I have bought 4 more over this year as gifts. A few other friends always see the froth and ask for the info so they can buy their own.As for the kettle, I took a photo of the frother (black) and the kettle side by side so you can see that this is a bit larger. It is well made, solid, and I love the way it works. Just lift off the power base and place it back on. The water gets to be boiling hot but the kettle stays cool to the touch outside. It works exactly as advertised and I have no doubt that I will likely be buying more for my friends, ... tea lovers of not.Note: My wife loves to take her coffee with her in the morning and I have found that by simply prewarming the inside of the cup-thermos with hot water, her coffee stays a lot hotter through the day. This makes 'that' job even easier. No mess, easy clean up and a grade A in my book.I highly recommend!

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
3,3,"







  
  
    Heats water fast - SUPER KETTLE - Great addition to every kitchen
  
",5.0,J.E.,"Reviewed in the United States November 28, 2020","









  
  
    
  The HadinEEon Electric Kettle 1.5L, 100% Stainless Steel Interior Double Wall Electric Tea Kettle is a fantastic buy.Highly recommend.If you haven't used an electric kettle to help cooking meals of all types, you do not know what you are missing! This double-walled kettle heats water fast and efficiently. It looks great on the counter and is the perfect tool to add to your kitchen arsenal. We heat water often for everything from Ramen noodles and oatmeal to hot drinks of all types or when you just need to add some hot water to any recipe. This kettle is perfect for all applications and the kettle separates from the base so you can move the hot water around safely and independently.This is a great kettle for the price/cost.We are gifting some to family and friends that haven't yet used an electric kettle but saw ours in action during the most recent holiday.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
4,4,"







  
  
    Boils water quick and quiet! And it looks great!
  
",5.0,Anna,"Reviewed in the United States November 28, 2020","








  
  Your browser does not support HTML5 video.










  
  
    
   I like my new kettle especially the matt slick look of it! It’s very quiet too compare to my old kettles! It’s very pretty and modern look! Much nicer then any white kettle I’ve seen.  It boiled water quick and quiet! It’s big too so I don’t have to refill it all the time.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
5,5,"







  
  
    Wow Amazing Great Quality, looks great in the kitchen
  
",5.0,jalal,"Reviewed in the United States December 8, 2020","








  
  Your browser does not support HTML5 video.










  
  
    
   I always wanted a reliable Kettle , this one seems doing the job..as u see also it matches our kitchenI used electric kettle for some time. current one worked well as well,but it had 2 issues and this one resolved both:It's hot when water is hot and by accident (without thinking) i touched it a few timesand the bottom is wide, but top is narrow, so it was very difficult to clean inside.This kettle has 2 walls  so i can touch outside even when the water is hot inside.Also, bottom/top is same size and wide enough to put my hand inside to clean inside wall.1- Its outside is white but modern white, not the old shining white color.2- The Doube walls, so outside is not hot when inside water is hot.3- The nice looking, modern designIt is perfect for my family, specially we are considered Al coffeholic :)

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
6,6,"







  
  
    Easy to Use, BPA-free Electric Kettle
  
",5.0,Alice,"Reviewed in the United States November 29, 2020","









  
  
    
  This kettle is convenient to use especially with the cordless design. Even though I only use the kettle for myself, the size capacity on this thing allows me to boil a lot of water real fast - I drink a lot of tea and generally prefer warm/hot water over cold/room temp so I'm constantly refilling my mug. My favorite feature is the automatic shut off because I tend to forget to check on the stove when boiling water. Also, this kettle is aesthetically designed so I usually just leave it on the counter when not using it. You can also wrap the cord around the charger base so it makes storage really neat.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
7,7,"







  
  
    Fast, Hot, and Easy To Use! Just What I Wanted!
  
",5.0,KSCBookAddict,"Reviewed in the United States January 25, 2021","









  
  
    
  I've been looking for a relatively small electric kettle for a while. We had a coffee maker that worked just fine, but cleaning and using it just didn't feel right. I'm very much a chai mix person rather than straight coffee but my mother loves a quick cup in the morning. So, having a full size coffee maker just wasn't the most expedient or efficient.I wanted a relatively small one, not too large like 2 liters or more, we don't drink that much at once. I wanted something that worked fast, like done in 5 minutes fast. And I wanted something that was ""one and done,"" no fuss or complicated settings. And I got all that with this kettle.This is 1.5 L, so a little larger than I wanted, but it works out great. Plenty for a few cups without wasting too much. Barely takes a minute to fill to the recommended level, and with ONE button, it's going. Takes a few minutes to boil, and you can definitely tell that it's boiling. It is a bit louder than I originally thought, you can hear the kettle heating up and then the boiling, so if you want a silent kettle, this one isn't it. Depending on when you're using it, really early in the morning while other people are asleep or if you have very little distance between the kettle and a bedroom, this could be an issue, but for us, it's nothing to complain about. The water is BOILING hot when done and it auto clicks off, both with sound and the light under the button. You can easily tell the difference between the kettle being on or off for safety.I've heard complaints that the lid doesn't open as fully, but I don't see an issue. My hands aren't so big they can't clean it when needed. And I always pull the plug when I know I won't be using if again during the day just for caution. I originally wanted something with a warming function, but truthfully, I don't miss it. The kettle heats so fast normally, I wouldn't need it, and as we are not habitual drinkers throughout the day, it's a non issue.Overall, I love this thing. It works exactly as I wanted it to, and we get use out of it every day. I'm drinking more coffee now than I did before (which some people might think is a bad thing), but I enjoy it.

  
",Size: 9.6x7.4x10.2 inchesColor: 3-Black
8,8,"







  
  
    Small footprint, Modern Design, Simple Operation!
  
",5.0,Paul S,"Reviewed in the United States January 18, 2021","









  
  
    
  Should've bought this sooner.  What a time saver and it's so simple to use!  I was using a coffee maker for hot water since I always use hot water for tea, hot chocolate, instant soups and Korean instant coffee but 1. It takes up a large amount of counter space 2. It's UGLY.  3. You have to deal with cleaning out the pot so your hot water doesn't have a coffee after taste. 4. It steams from the back, which can ruin your cabinets over time.This handy appliance fixes all of that!  Small footprint on your counter so you can leave it there all the time.  The design is very simple and modern.  I don't need this to be a show piece on my counter.  I just need it to be out of the way and heat water quickly.  It takes 3-5 minutes to heat up water to a perfect hot temperature depending on how much water is on there.  It does steam for the last 30 seconds or so from the spout.  However, you can rotate it so that it faces out.  No more steaming my cabinets!If you use hot water for tea, hot chocolate, soups or whatever, buy it.  You won't regret it.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
9,9,"







  
  
    A worthy investment
  
",5.0,2for1,"Reviewed in the United States December 22, 2020","









  
  
    
  This electric kettle is a worthy investment. I've been hesitant over the years to purchase an electric kettle because of lack of storage in my kitchen, but I'm so glad I decided to give this one a try.Pros- it boiled water in 1.5 less minutes than my traditional stovetop kettle- cord could around base for convenience and clean looking storage- matte finish on outside of kettle gives it a more classic look- easy to cleanCons:- bigger than a stovetop tea kettleOverall, this a great purchase and will shorten the time needed to boil water and do it in style.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
10,10,"







  
  
    Very impressive and you can't breast the price!
  
",5.0,Gai Wu,"Reviewed in the United States November 30, 2020","









  
  
    
  Beautifully designed with a sleek white exterior. This electric tea kettle is super fast and can heat up 1.5L of water. The interior is 100% stainless steel and bpa free with auto shut-off. Very impressive and you can't beat the price!

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
11,11,"







  
  
    An easy to use and great looking kettle
  
",5.0,Yogesh Mehta,"Reviewed in the United States January 2, 2021","









  
  
    
  My last kettle was giving away and I wanted to buy a new one. I came across this fantastic product. It boils the water just like any other, but it double wall, keeps the kettle completely safe to touch from anywhere (no hot on the outside). This is perfect for my house as my kids are just getting to an age where they want to help in kitchen, but I am afraid they might touch hot surfaces. With this kettle, I am not concerned anymore. I know there is 1 less item they touch can burn them (they still are not allowed to pour water from it).On the functionality side, this is just perfect. A very quiet kettle, which boils the water perfect and auto shuts. After a few uses, I wanted to wash the kettle. The inside is 1 single stainless steel container, so when i opened to clean, it was super easy to clean, and the chance of scaling is very minimal as well.Overall a fantastic product. I am satisfied knowing the product is backed by 3 year warranty.

  
",Size: 9.6x7.4x10.2 inchesColor: 3-Black
12,12,"







  
  
    SO glad I decided to get this!
  
",5.0,Dandj,"Reviewed in the United States February 14, 2021","









  
  
    
  This thing is awesome. So easy to use and clean. Just be sure to not fill it above the Max Fill Line. That is very important. Otherwise, you'll end up with water inside the handle lol. It is so easy to use. Just fill to the max line, set it on the base, and push the switch down to start it. Hot water is ready in about a minute (I haven't actually timed it). Water stays hot in the pot for a while after your pour your first cup. I have an oversized coffee mug that I drink from and I can fill it a little more than twice before I have to heat more water. The appearance of this item is very sleek and modern. Looks great on my counter. Definitely recommend this!!

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
13,13,"







  
  
    Great design and good price for an 100% stainless steel interior electric kettle
  
",5.0,Cat,"Reviewed in the United States March 2, 2021","









  
  
    
  Good for the cost! I purchased The kettle on Dec 11, have used it for 3 months. It is very easy to use and heats water to boiling very quickly, even when filled to the Max setting. The on/off button is easy to use; the heating element base is very lightweight, with a power cord 2 ft 6 inches. Features of this kettle that I like include entirely stainless steel inside, inner lid as well as the stainless steel open spout filter; easier to pour water; the lid opens softly instead of pop open prevents hot water from splashing on you;  the non-slip grip handle stays cool to the touch while your water comes to a boil quickly. 1.5L is good enough for my daytime use.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
14,14,"







  
  
    Easy to clean!
  
",5.0,Victor Zuniga,"Reviewed in the United States November 29, 2020","









  
  
    
  We had a great electric kettle that was a gift and it stopped working. Ever since then, we have been looking for a good one and unfortunately we never found one that was as good. Usually, the issues we have is that the mouth is too small to clean and we see a lot of mineral build up that is hard to clean.What I like about this one is the mouth is large enough to clean. Since it's stainless steel, its really easy to add water, vinegar and lemon to make sure it's clean.This one does have a minimum amount of water that needs to be in (about 2.5 cups) before you can boil. I recommend using a measuring cup and filtered water so you ensure that the electric kettle doesn't have too much build up and that you always reach the minimum mark.Also-love that you can hide the cord underneath! Helps you keep your countertop looking neat!

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
15,15,"







  
  
    Outstanding Electric Kettle!
  
",5.0,Oyunbileg,"Reviewed in the United States March 19, 2021","









  
  
    
  In the interest of full disclosure, we were offered a gift card for a good review. I initially held off on posting a review just because of that reason. So now that the kettle has actually been put the ringer of multiple daily use cycles since December I can attest that this kettle is worth every dollar we spent on it. Pro to this kettle, we purchased one at Costco, a Chefman, and that didn’t last bit over a month and a half with a lot of daily use. The plastic lid hinge gave  out which affected the shut off switch. After a long time searching for a new kettle, we took a gamble on this one. This one has an all stainless interior, no plastic exposed to the water and steam. The lid on the HadinEEon has operated precisely since day one. It opens and closes perfectly still. The water heats up quick and we have never had one issue with it. Yes I would buy this again. The price is competitive and there are NO leaks when pouring. Kudos on a great product!

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
16,16,"







  
  
    Electric Kettle Works Great !
  
",5.0,WiseinNH,"Reviewed in the United States March 31, 2021","









  
  
    
  I was searching to replace an old ""Hot Shot""  single serving water heater that we primarily use for tea.  I was not extremely concerned with the insulation factor nor the fact that the HadinEEon holds 6 cups of water but I have come to appreciate both pluses.  The unit is very well insulated and the ability to heat water for more than one user at a time, works out really well.  It feels like a sturdy, well made unit.  I have not put a thermometer in the water at the end of the auto shut-off cycle but it is  very very hot.  Bottom line - I'm very pleased.

  
",Size: 9.6x7.4x10.2 inchesColor: 3-Black
17,17,"







  
  
    Water Heater
  
",5.0,geoffrey holmberg,"Reviewed in the United States November 29, 2020","









  
  
    
  If you want quick hot water and quiet steamer then this is the product for you, I love that I can put this on my desk in my room and not have to go to the kitchen to make coffee,and microwave water is terrible !! This pot will gaurentee you get quality hot water for your coffee, or beverage/soup that you require, I intend to send these pots out for gifts. And the price is unmatched.  The only negative I've found is I would of designed the power switch at the top in case you hit it by mistake and break the switch being on the bottom but it not a major problem.Thanks for a great product ONCE AGAIN !!

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
18,18,"







  
  
    Great product as usual - light, simple, and pretty
  
",5.0,Tony Sr,"Reviewed in the United States December 13, 2020","









  
  
    
  We have used and reviewed HadinEEon electric kettles in the past.  We have grown to like them.  This is a simple, very light kettle that is consistent with their high quality.  It is a pretty, simple, and effective product.  We love their lighted glass kettles but this product is very light and we plan to gift to an old friend who is growing weak in her grip but wants a pretty kettle for tea and hot water.  This kettle is spot on.  She will love it.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
19,19,"







  
  
    Yes yes I would absolutely recommend this adorably colored kettle!
  
",4.0,Margery Tyrell,"Reviewed in the United States March 26, 2021","









  
  
    
  This color is just so cute (and in the end is what made me click buy)! So let me begin by saying I am a tea addict I drink tea 3 to 4 times a day and this kettle is so quick and just a perfect option for making hot water for tea. We also use it very frequently to make hot water for our cup of soup noodles. Heat the water.Pour the water. And boom there is dinner! No dishes either! When I cook I use it to viol water fast as it takes about half the time to boil the same amount of water in the kettle as it does on the stove top!We took it camping and it’s just a nice kettle comfort of home still just as easy and worth wile as at home!Only thing I would have liked to know before I bought was that there is no bell that lets you know the water is boiling. It gets to a vertical temperature... my water is always a full rolling boil... and then turns it’s self off. And if you are not paying attention you can miss the tiny click it makes! But worst case this happens you go back and turn it on again it will only take a few moments for it to get back to that top temperature!!!

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
20,20,"







  
  
    Affordable, sleek and Functional!
  
",5.0,LEM,"Reviewed in the United States January 13, 2021","









  
  
    
  I could not wait for my electric tea kettle to arrive! The reviews were very positive so I was anxious to see if all were true. Yes! They were!I watch a lot of British shows and they use electric kettles.😉Anyway this holds about 1 quarts of water. Inside all stainless steel with Min-Max easy to read markings. I followed the instructions by boiling water 2x. Water heats up in 3-4 mins.I use filter water. The cord coils under the plate where the kettle sits, (love this feature). Looks sleek and modern on my counter. Very well made for the price.I will do a follow up after a month but so far very happy.😀

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
21,21,"







  
  
    It doesn’t get hot on the outside!!!
  
",5.0,Moonie,"Reviewed in the United States February 3, 2021","









  
  
    
  Everyone loves our kettle - and by everyone I mean our whole family. So much better than heating a glass in the microwave or a pot on the stove. The water is hot in minutes, one little click of a lever and it’s on. It’s also adorable. But the best part is the outside does not get hot at all. I burned myself on our last kettle by accidentally touching it. No worries about that here. No worrying the kids will accidentally touch it either. Really amazing. Love it.

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
22,22,"







  
  
    keeps water hot longer
  
",5.0,bluefinny,"Reviewed in the United States January 8, 2021","









  
  
    
  After a lifetime of stainless-steel kettles, I started out wanting to purchase a glass kettle this time, but this one won me over instead with several features.First, it caught my eye with its cute, retro color.Secondly, its shape. Most kettles tend to have a body that tapers towards the top, which helps retain heat so the kettle boils faster, but also makes the top opening narrow, which makes the kettle harder to clean, which I hate. This kettle doesn't have that problem, and here is why:I liked the concept of cool-touch surface, which was definitely a great safety feature - con: no little window through which to see how much water is in there; pro: double-wall construction means the kettle retains heat well and water remains hot for longer periods of time, so refills don't require reheating quite as often - obviously, the pro far outweighs the con.I have been using it for two weeks now, and so far all the benefits and no apparent problems. Definitely an excellent product I would recommend to others looking to replace an old kettle.

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
23,23,"







  
  
    Look nice, stainless steel, cool to touch, easy to clean kettle.
  
",5.0,SK,"Reviewed in the United States January 21, 2021","









  
  
    
  I surprised it delivered in the original box itself. The box was left by my Apartment front door and it was opened, checked inside and everything seems fine so no biggie. Nice style and color, all stainless steel inside, easy to clean. I boiled water twice before first use as instructed, water gets boiled fast with water in max line like within 3 minutes. What I don't like was there is already limescale build up on the bottom in the very first use.Update-Boiled water for the real use and the limescale I have mentioned above no longer show.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
24,24,"







  
  
    Heats water to boiling quickly
  
",5.0,maura,"Reviewed in the United States March 2, 2021","









  
  
    
  After moving to a house where I have to pay for water, plus having to wait what seems like a long time for the hot water to come out of the kitchen faucet, a kettle seemed like a good idea. This kettle is outstanding!!!  It works very quickly to heat water throughout the day. It is used 4-5 daily and has my water boiling in under 2 mins. Not sure why I waited so long to buy a kettle especially this one. Highly recommended.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
25,25,"







  
  
    Love love love this kettle.
  
",5.0,Amazon Customer,"Reviewed in the United States January 28, 2021","









  
  
    
  I wanted something simple with a beautiful design. I was gifted a glass kettle and it was awful and so HOT I burned myself. I returned it and purchased this one and even after the kettle has just finished its heating cycle it doesn't feel hot at all on the outside. The color is a nice mint and compliments my kitchen really well. I've had it for a month and so far I'm really happy with my choice.

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
26,26,"







  
  
    Best thing ever !!!
  
",5.0,VanessaAnnM,"Reviewed in the United States January 16, 2021","









  
  
    
  I love this kettle so much ! It’s super easy to use , you just press the button and it quickly boils the water and then turns off by itself . Nothing gets hot on the outside of the pot so I feel safe and very comfortable with it . I bought the white one which is very beautiful! I buy tons of stuff online and on amazon and this is definitely one of my favorite purchases yet . I’m crazy about it .

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
27,27,"







  
  
    What a great Kettle
  
",5.0,Amazon Customer,"Reviewed in the United States January 7, 2021","









  
  
    
  This is my second HadinEEon purchase and their quality of construction is excellent.  It is so nice to be able to boil water and to be able to touch the outside of the kettle without getting burned.  It boils water quickly and is easy to rinse out.  I love the stainless steel interior.  And I love the design, it looks great on my counter.  Thank you again HadinEEon for another great appliance.

  
",Size: 9.6x7.4x10.2 inchesColor: 3-Black
28,28,"







  
  
    I love this electric kettle
  
",5.0,Meghan Lopez,"Reviewed in the United States March 21, 2021","









  
  
    
  If you are on the fence about purchasing the HadinEEon Electric Kettle, let me remove your doubt. The HadinEEon Electric Kettle is an excellent addition to your kitchen. Both at home or office. I have used this kettle every day now for a few weeks and have found it to be a most satisfactory performer. First off, let me make clear it does the job it's supposed to do: Boil water quickly. But in addition to that it: keeps it hot, pours easily, and is pleasing to the eye. Now before you start thinking this review is too glowing for it to be real I will point out one little thing that the HadinEEon Electric Kettle could stand a little improvement on...the lid could open a little wider so as to make it a little easier to add water. That's it. The issue wouldn't stop me from buying one as a gift or recommending it to a friend. Good luck finding your perfect kettle. Hopefully, I have made that search a little easier.

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
29,29,"







  
  
    Great kettle
  
",5.0,Gillian,"Reviewed in the United States March 30, 2021","








  
  Your browser does not support HTML5 video.










  
  
    
   I was in need of replacing my cheap plastic kettle that was over 15 years old and wanted a cordless one. This one ticked all the boxes for me. The color is bright and stands out in my kitchen. The base is sturdy and has a cord wrap underneath to keep the cord organized. The kettle itself is light and heats up fast! I filled the kettle up a couple times and boiled each time to get rid of the ‘new smell’ before I used it for my cup of tea. Kettle is easy to pick up off the base. Great product for the price.

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
30,30,"







  
  
    Excellent electric Kettle
  
",5.0,PT,"Reviewed in the United States January 13, 2021","









  
  
    
  I am very impressed by this kettle which is by far the best I have ever had.The entire interior is made of stainless steel with no seams at the bottom. In other kettles, the spout has a flimsy filter but in this one, it is sturdy and part of the kettle itself.It takes about 5 min. to boil if full which for me is good. I wasn't expecting the outside wall to remain cool to the touch.It looks like the lid has a magnetic mechanism because it closes with minimal effort.Finally, I absolutely love the color!

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
31,31,"







  
  
    Heats fast and hot
  
",5.0,Amazon Customer,"Reviewed in the United States February 27, 2021","









  
  
    
  The kettle is lightweight but sturdy. Cool to touch outside. It's easy to clean, I could reach inside with no problem. Easy to handle and use. Not flimsy or clunky. Perfect size. The on and off switch is located on the base. The kettle is easy to lift off the base to poor and clean. The filtered spout doesn't spatter or splash hot water back up while pouring. It has automatic shut off after water finishes boiling. I can make about 3 and 1/2  16oz wide beer mug size cups of tea before refilling water. I use it almost everyday for tea, coffee, hot  cereal, or soup. I really like that it stays hot longer than heating by microwave. I really like it and would buy this again. It's so much easier and convenient than using a stove top tea kettle. I recommend this HadinEEon brand.

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
32,32,"







  
  
    Overall a good kettle
  
",5.0,Gone Fishing,"Reviewed in the United States January 31, 2021","









  
  
    
  I like this one much better than my previous one, which was about 10 years old at this point. This has stainless covering the whole inside, including the inside of the lid. No plastic touching the water. The water heats up  pretty fast. The outside stays cool.  The kettle is very light  weight. Overall pretty great so far. I wish the lid would open up a full 90 degrees,  so that I could fit the kettle in my fridge door water dispenser to fill it up. No big deal, and other than that it's great.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
33,33,"







  
  
    Quality product, durable and sleek.
  
",5.0,aletta,"Reviewed in the United States January 6, 2021","









  
  
    
  I bought this to take camping because I'm tired of waiting 45 minutes for coffee in the morning. This fully heated to a boil at maximum water capacity in just under 6 minutes! It was cool to the touch even after heating twice in a row. It's heavy duty and I believe it will hold up quite well for camping.I like also that its stainless steel but coated so it won't scratch.I like it enough that I plan to keep it in the kitchen and use it at home as well.

  
",Size: 9.6x7.4x10.2 inchesColor: 2-Green
34,34,"







  
  
    Boils water very fast!
  
",4.0,Darlene Schreiber,"Reviewed in the United States April 2, 2021","









  
  
    
  Works really well, and looks nice on my counter.  The only thing that would change my review from 4 to 5 stars, would be if it kept the water hot longer.  It stays warm for a while, in the kettle, but not hot enough for that next cup of coffee.  I need to re-heat it when I'm ready for that next cup.  But, it's still really fast, so that's not a deal breaker.

  
",Size: 9.6x7.4x10.2 inchesColor: 1-White
