,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,410,"







  
    Funcional
  
  
",5.0,ricardo castaño,"Reviewed in the United States February 22, 2021","









  
    
  Funciona perfectamente recomendado

  
  
",
1,89,"







  
  
    Too Bulky
  
",2.0,KUShooter911,"Reviewed in the United States January 29, 2020","









  
  
    
  Yes, just received the back button attachment and put on the DualSHock 4. It is very bulky and hard to hold the controller. Not what I thought it would be. Very unhappy and will be returning

  
",
2,492,"







  
  
    Great product But high Price!
  
",3.0,Eugene Henley,"Reviewed in the United States February 6, 2020","









  
  
    
  GREAT PRODUCT!, but you can get it for $29.99 on BestBuy.com

  
",
3,204,"







  
  
    Trash product dont buy!!!!!
  
",1.0,Joshua,"Reviewed in the United States November 30, 2020","









  
  
    
  Trash product dont waste your money. I brought this product about 2 weeks ago i play heavy fps/br games. The product started malfunctioning and turning off my controller and the joysticks could not be moved during the game when I unplug the product. The controller was fine had to go back to using my wire paddles.

  
",
4,261,"







  
  
    Good choice
  
",5.0,Christian Victoria,"Reviewed in the United States October 12, 2020","









  
  
    
  works great. good choice. The product arrived in good conditions.

  
",
5,35,"







  
  
    It does what it says, but...
  
",3.0,Seeth,"Reviewed in the United States February 10, 2020","









  
  
    
  The main reason I got this was because I hate using the R3/L3 buttons, especially when I'm actively trying to move around at the time. This seems pretty perfect.The fit is OK (Not as well placed as, say, a Scuf controller), and solid (much more so than said Scuf). The real issue is that the buttons don't do a parallel input--in other words, I'm fine if I have to move and then click it, but if I use the back button in conjunction with another button, it doesn't work.It would be actively bad on a FPS, I think (haven't used it there yet).

  
",
6,72,"







  
  
    Fits perfectly
  
",5.0,Nacho,"Reviewed in the United States February 6, 2020","









  
  
    
  These paddles work perfectly. The fit and function are just right. Way better than others I've tried. These are easily programmable, and easily switched between multiple controllers.

  
",
7,161,"







  
  
    Not a huge fan.
  
",3.0,JesseTheGreat,"Reviewed in the United States January 29, 2020","









  
  
    
  Meh.... not for me. It feels like it makes the controller too bulky for me. Having the extra buttons is nice but it just takes my grip on the controller way out of my comfort zone. Cons outweigh the pros for me.

  
",
8,377,"







  
  
    Doesn’t feel like a scuf
  
",3.0,Kenny Mendez,"Reviewed in the United States February 28, 2021","









  
  
    
  Button placement feels off

  
",
9,190,"







  
  
    Great Product!
  
",5.0,PestoPastaGuy,"Reviewed in the United States October 16, 2020","









  
  
    
  Made me better at video games,  durable, easy to use, has worked perfectly for 4+ months and counting!

  
",
