,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,56,"







  
  
    Child-like Wonder
  
",5.0,K. Ken,"Reviewed in the United States December 3, 2020","









  
  
    
  I haven't enjoyed turning on a new next-gen controller like this since probably when the Xbox 360 came out (I loved that controller). This is probably the best controller I've ever held and played. The haptic feedback is amazing and playing Astro's Playroom with it is a giddy child-like wonder. Seriously. Awesome choice by Sony to have a free game out like Astro's with their new console launch. And it's an extremely fun game, too. But back to the controller- best controller I've had and this goes back to my NES days. Pair this with a PS DualSense Charging Station as well- well worth it as it's a nice upgrade from the PS4/DualShock4 station. The controller just magnetically/magically snaps into place to charge instead of the awkward angle-finding you had to do with the PS4 charging station.

  
",
1,134,"







  
  
    New next gen controller
  
",5.0,gregory zaquon glover,"Reviewed in the United States January 12, 2021","









  
  
    
  Great controller! Feels great in the hands and the buttons are very clicky. Haptic feedback and new adaptive triggers are amazing. Just a great piece of next gen tech overall.

  
",
2,141,"







  
  
    The smart rumble and sound is game changing. Literally.
  
",5.0,Mike Prasad,"Reviewed in the United States January 4, 2021","









  
  
    
  Excited to try these out and they have the best of the previous gen but with more tech. Love the look too. Playing Miles Morales or any game that makes use of the situational rumble completely changes the experience. Also the tension based triggers are a new dynamic too!

  
",
3,109,"







  
  
    Very nice upgrade from the DualShock
  
",5.0,Bsu,"Reviewed in the United States November 9, 2020","









  
  
    
  Since I don’t have the ps5 yet, I’ll just say that it looks and feels amazing! I’ve been a PlayStation player since the beginning and I’ve always loved the controllers. This is an amazing upgrade in size, look and feel! Excited to use it when my ps5 arrives in a few days.

  
",
4,133,"







  
  
    No charger and doesn't connect to PC with the charger I did have
  
",1.0,Eduardo Avelar,"Reviewed in the United States January 15, 2021","









  
  
    
  Doesnt come with charger. Doesn't connect to PC. Feels good though. Wish I could use it while I wait to buy a ps5. 70 dollars to not receive a charger is ridiculous.

  
",
5,371,"







  
  
    Best controller ever!
  
",5.0,Sean C.,"Reviewed in the United States November 16, 2020","









  
  
    
  This controller has the perfect weight, size and balance. The triggers are real game changers. I hope every game developer takes advantage of the haptics and the triggers as well as the other great features.

  
",
6,84,"







  
  
    Great premium feel. Minor PC compatibility
  
",4.0,Anthony,"Reviewed in the United States February 20, 2021","









  
  
    
  This controller feel like premium quality for a default controller. The only bad thing is it has very minor compatibility to PC. There is no adaptive trigger support and the rumble is kinda buggy. It also won't work with certain games unless it's plugged in via usb port. That's not a problem Sony can fix and it's very small. Hopefully PC will get full support in the next year or so.

  
",
7,1,"







  
  
    Possibly my favorite controller of all time.
  
",5.0,SaviorX,"Reviewed in the United States November 1, 2020","









  
  
    
  Ive been gaming since 1988. Combines the best of a PS4 & Xbox One controller, good hand feels. Why do people need to post their failures on here about their inability to preorder a product? Grow up.Update, if you’re playing Cold War there’s a really cool trigger effect ( you can shut this off) the right trigger collapses like a real trigger. I’m also finding battery life isn’t as bad as they’re saying, but I bough my an extra anyway.

  
",
8,386,"







  
  
    Money well spent
  
",5.0,Kennith Robinette,"Reviewed in the United States January 28, 2021","









  
  
    
  Great item for a great price!

  
",
9,401,"







  
  
    Good controller
  
",5.0,Everyday4a,"Reviewed in the United States March 2, 2021","









  
  
    
  I like the dual sense better than the dual shock controllers

  
",
10,344,"







  
  
    PS5
  
",5.0,😤,"Reviewed in the United States January 30, 2021","









  
  
    
  Its PS5. Whats not to like

  
",
11,6,"







  
  
    Very nice.
  
",5.0,chris16,"Reviewed in the United States October 31, 2020","









  
  
    
  Not sure why this arrived already but it feels really nice (I have large hands),  bit heavier then PS4 controllers. Seems like they built it to last.  My one issue is it didn't come with a charing cable.

  
",
12,106,"







  
  
    Next-Gen gameing here we come!!
  
",5.0,justin barber,"Reviewed in the United States November 7, 2020","









  
  
    
  Fast delivery came in the next day. No damage too the box or the controller. Controller works and ready for next-gen gameing when the PlayStation 5 is available.

  
",
13,50,"







  
  
    Not good for PC gaming. Randomly turns off and no way to determine state of charge
  
",1.0,Joe Wight,"Reviewed in the United States February 24, 2021","









  
  
    
  I purchased this controller for PC gaming. to replace a logitech controlller that cuts out. This controller worked great for a month and then it started randomly turning off. I guess it won't hold a charge cause I can take it off the charger, put it to use and it might last 5-30 minutes and then turns off. turn it back on and it turns off again in 30 seconds. repeat until you give up.... Hopefully Sony does right by this faulty product.Additionally there is no indication of the actual state of charge. Seems like on a controller with RGB LEDs built in you would make them capable of use for showing when the controller needs to be charged. Nope, They're just to make it look cool. stupid.

  
",
14,373,"







  
  
    Great controller
  
",5.0,Mike,"Reviewed in the United States December 26, 2020","









  
  
    
  This controller is great product and very easy to use. It was also shipped within 24 hours

  
",
15,388,"







  
  
    Great but no charger..
  
",3.0,Toni ,"Reviewed in the United States December 28, 2020","









  
  
    
  It would be nice if they provide the charger though. I didn’t know it wasn’t included until my kid opened his present on Christmas day.

  
",
16,284,"







  
  
    Nice remote
  
",5.0,Richard T. Heiden,"Reviewed in the United States January 1, 2021","









  
  
    
  Good remote for ps5

  
",
17,293,"







  
  
    Niiiiice
  
",5.0,A87,"Reviewed in the United States January 14, 2021","









  
  
    
  Next gen controller, truly impressive.

  
",
18,210,"







  
  
    Gaming handset.
  
",5.0,William Adams,"Reviewed in the United States January 20, 2021","









  
  
    
  Christmas gift for grandchild. He uses it a lot playing games.

  
",
19,383,"







  
  
    Dope.
  
",5.0,David,"Reviewed in the United States March 5, 2021","









  
  
    
  As great as advertised

  
",
20,458,"







  
    Una compra exitosa
  
  
",5.0,carolina serra,"Reviewed in the United States December 27, 2020","









  
    
  Justo lo que esperaba, y antes del tiempo estimado! Muchas gracias, seguiré comprando en Amazon! Si es seguro y confiable

  
  
",
21,335,"







  
  
    New & Sealed | Fast Shipping | Works Perfectly on Steam
  
",4.0,Salman Khan,"Reviewed in the United States December 20, 2020","









  
  
    
  Sony makes these consoles and accessories in China and ironically its not yet launched in China. It feels solid, Dual Shock seems like a toy in comparison to the DualSense controller. It'll take some time to get used to it, but overall its a great controller :)

  
",
22,78,"







  
  
    Good Product but I don't recommend to buy it from Amazon.
  
",1.0,Vagif Gulusoylu,"Reviewed in the United States January 8, 2021","









  
  
    
  BE CAREFUL AMAZON CAN SEND YOU USED PRODUCT. I buyed product in new condition but, Amazon send me Opened-box product. . Product and delivery was great, but i dont like fact that someone opened box, and maybe dropped my Dualsense controller.~Worth it what it costs?~No because Amazon send Used Like new condition.I will update my review if i will have some issues with my controller

  
",
23,239,"







  
  
    Delivered As Promised!
  
",5.0,Da Vinci,"Reviewed in the United States February 25, 2021","









  
  
    
  Pristine condition and Sony certified, “brand new”. Shipped and delivered expeditiously.

  
",
24,397,"







  
  
    Used, not Brand new!!!
  
",1.0,Stephen Davis,"Reviewed in the United States November 30, 2020","









  
  
    
  I purchased an ""Brand new"" controller. The box has been opened and the controller has been used. That's not what I consider ""Brand new"".

  
",
25,322,"







  
  
    Ehh can't do much
  
",2.0,Doomsday Auto,"Reviewed in the United States February 6, 2021","









  
  
    
  It feels nice I guess. due to the 20 ps5 consoles being sold out it makes for a fine $70 paper weight. Although you can can use it with your pc...

  
",
26,453,"







  
  
    Ps5 controller
  
",5.0,megan adams,"Reviewed in the United States February 7, 2021","









  
  
    
  The controller was everything I was expecting, it works perfectly

  
",
