,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,328,"







  
  
    Too small and shrinks terribly
  
",2.0,Tallenoahu,"Reviewed in the United States February 10, 2021","









  
  
    
  Bought these shirts for my husband and son.  On initial try on they were a little shorter than they like but could handle it for the price.  After first washing the shirts exposed belly buttons!  They are also not the greatest cotton and are a bit scratchy.  Will not be purcshasing again....

  
",Size: 4X-LargeColor: Black
1,100,"







  
  
    What I wanted
  
",5.0,Deas,"Reviewed in the United States October 12, 2020","









  
  
    
  Arrived on time. Nice T-shirt material. Washed well. Fits the way I like; not slim fit. I like that the bands at the wrist don't stretch out & get loose when I pull them up my arm. Bottom of shirt falls below my butt & that's what I wanted. Also, bought these in gray. I'll be buying more. Definitely recommend.

  
",Size: XX-LargeColor: Black
2,247,"







  
  
    TOTALLY DIFFERENT COLOR
  
",3.0,Amazing Customer,"Reviewed in the United States January 19, 2021","









  
  
    
  The red shirt as pictured was a nice, soothing, deep red. What arrived was this electric, horribly bright, safety red! Luckily I plan on wearing it under another tshirt and only to the gym. You could NEVER wear this by itself anywhere without blinding people.

  
",Size: 3X-LargeColor: Red
3,121,"







  
  
    Good quality, sized correctly, and fits to a 'long sleeve T'
  
",4.0,Sonicmoon,"Reviewed in the United States February 1, 2021","









  
  
    
  The quality of the material is very good and thicker than most thin t-shirts.  It's sized correctly - I'm 6' 185 lbs with a 42"" chest and a 32"" waist - the shoulder seams are appropriate, the chest area fits well, and the waist isn't too baggy or tight.  We'll see how that remains after the first and second washing.  The color is a nice blue, as well.  Overall I'm very pleased with a quality, good deal.

  
",Size: LargeColor: Royal
4,27,"







  
  
    STOP THE PRODUCTION LINES!
  
",4.0,The Nutty Professor,"Reviewed in the United States September 27, 2020","









  
  
    
  It should have been made without 1""+ tags that could stick up past the collar,dressing in a hurry. Who wants the fashion police tucking in a tag, let alone that it's so uncomfy? A simple loop to serve the end-user rather than a useless tag, in order to be made to hang on a clothesline without leaving those brown dimples from the clothespins. Add your logo to the loop. I cut off all your tags about 10 seconds after opening the package anyways. All that's left are black remnants of where your tag once was so why not rethink this waste time on everyone part and be the trend setter? I'm giving you the most innovative solution for the 21rst century, free of charge!! Why look like a Nutty Professor if you don't need to? That's my job!Sincerely,The Nutty Professor

  
",Size: LargeColor: White
5,269,"







  
  
    Cheap feeling
  
",2.0,Johnathan Y.,"Reviewed in the United States January 23, 2020","









  
  
    
  This is one of those, you get what you pay for situations it seems. The material and thickness of the shirt feels stiff and cheap. The sewing at the cuff is very rough looking and uneven. I will keep them, but it will be more of an around the house type shirt instead of a long sleeve t-shirt to throw on to go run errands or hang out with people.

  
",Size: 4X-LargeColor: Black
6,311,"







  
  
    Many compliments
  
",5.0,Jack Duncan,"Reviewed in the United States November 19, 2019","









  
  
    
  I ordered XL ad it fits a little lose, but with cotton, I am sure it will fit nice after washing. I love to wear with just a Cardigan sweater. I like this so much I ordered 2 in Black also. Excellent quality for the price.

  
",Size: X-LargeColor: White
7,336,"







  
  
    Good shirts, but buy one size larger than usual
  
",3.0,Darth Virgo,"Reviewed in the United States October 12, 2020","









  
  
    
  The shirts are very good, but I caution anyone who is not “model slim” to buy at least one-size larger than usual. They shrink after washing, which is fine, perhaps I missed it in the description. But, if you read reviews slower/closer than descriptions, hopefully this helps.

  
",Size: XX-LargeColor: White
8,289,"







  
  
    Well Made Gildan
  
",5.0,Mewsicgirl,"Reviewed in the United States January 9, 2020","









  
  
    
  This product is extremely well made and long-lasting so don't let the great price fool you. I have purchased other Gildan products before such as underwear and socks with great results. I plan to purchase more of these for the men in my household. As always, these shirts are 100% cotton so follow the washing instructions to avoid shrinkage.

  
",Size: LargeColor: Black
9,270,"







  
  
    Good for the price. 1/6 tore immediately
  
",4.0,@artemis.and.aphrodite ,"Reviewed in the United States March 9, 2021","









  
  
    
  We've bought several of these. They're as thick/thin as a regular cotton shirt so it's good for layering. One out of 6 did tear at the armpit after only one use but they were very cheap when we bought them and my husband still loves them

  
",Size: LargeColor: Dark Heather
