,index,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size
0,269,"







  
  
    These are shirts. That's cool.
  
",5.0,Justin Bisset,"Reviewed in the United States April 17, 2019","









  
  
    
  Fits wells good material a little worse for wear in that I work in a more heavy duty environment and the everyday riff raff has torn a small hole in the abdomen area like my other shirts, which is why I ordered these,  in much less time. These would be good shirts for everyday wear as opposed to heavier environments like sports and work. They're cheap, fit well and are made of a nice material. I'd buy them again for sure.

  
",Size: MediumColor: Assorted Black/Grey (5 Pack)Number of Items: 5
1,17,"







  
  
    As expected.
  
",4.0,Unknown,"Reviewed in the United States March 1, 2018","









  
  
    
  I ordered black and gray shirts. When it got delivered it was red and black. My bf likes the brand and everything. But it’s was such a hassle to return for the right color. So we decided to keep it.

  
",Size: MediumColor: Assorted Black/Grey (5 Pack)Number of Items: 5
2,173,"







  
  
    Perfect T-shirts for the money!
  
",5.0,SGwizzy,"Reviewed in the United States June 17, 2019","









  
  
    
  Perfect undershirts for the money! If you're like me, I ALWAYS wear an undershirt. It's just more comfortable that way. I wanted to replace my large aging collection with some new crisp white tshirts.  Being able to buy 10 at a time (I bought a total of 20) to replace them all sure made my wife happy! They fit well... I did buy XXL so with a little shirking in the dryer, they're a perfect XL fit. The quality and construction is on par with Hanes or any others I've had before.  They seem thick enough to even wear on their own too.

  
",Size: XX-LargeColor: White (10 Pack)Number of Items: 10
3,282,"







  
  
    Nice quality-run a little small
  
",4.0,Courtney P. ,"Reviewed in the United States January 1, 2020","









  
  
    
  I ordered this pack of shirts for my boyfriend as a Christmas present. He loved the quality and the basic colors but the shirts ended up being a little smaller than expected so I had to return and order a larger size. I would recommend ordering a size larger than normal but other than that they are wonderful quality and are amazing everyday basic options.

  
",Size: X-LargeColor: Assorted Black/Grey (5 Pack)Number of Items: 5
4,305,"







  
  
    Fit's well
  
",5.0,Brian W.,"Reviewed in the United States March 2, 2021","









  
  
    
  It's a white t-shirt. It fit's well and didn't shrink a lot on the first wash. So far a good buy. From my days as a purchasing assistant I remember Gildan as being a good company that makes quality products. Especially shirts, which is why I chose these shirts over the others.

  
",Size: LargeColor: White (6 Pack)Number of Items: 6
5,50,"







  
  
    Meets expectations
  
",5.0,Megan Horne,"Reviewed in the United States May 18, 2020","









  
  
    
  I saw a good deal on a 5-pack of these shirts so I went ahead and pulled the trigger. I prefer men's cut shirts because they normally cover everything I like covered and was hoping these would still do that for me although I couldn't try them beforehand.. I've worn two of the shirts so far and they are excellent quality. They don't feel scratchy at all straight out of the pack. They do definitely cover what I need them to and they are in a color scheme I prefer to wear (dark colors). They would have fit perfectly had I not gained some extra weight during this quarantine period, but aside from that these shirts meet all expectations.

  
",Size: XX-LargeColor: Assorted Black/Grey (5 Pack)Number of Items: 5
6,319,"







  
  
    Worth it!
  
",5.0,Gabi Adragna,"Reviewed in the United States May 25, 2020","









  
  
    
  My dad loves these! Never thought It’d be possible to be obsessed with t-shirt lol but he really is obsessed! He loves the material and it doesn’t shrink (thank goodness) ! Extremely soft! No fuzzies!

  
",Size: XX-LargeColor: Assorted Black/Grey (5 Pack)Number of Items: 5
7,96,"







  
  
    Inconsistent stitching & too wide sleeves, but a great price
  
",3.0,D. Kamins,"Reviewed in the United States January 9, 2021","









  
  
    
  Hard to complain about shirts this cheap. They get the job done. Colors are as represented, dark/saturated with no bleeding in wash.However a few issues: 1) The stitching is not great. One of the five has a few areas of stitching hanging loose and incomplete. The rest seemed fine.  2) The sleeves are way too wide (for my taste I suppose), a bit short and almost flared out ... If you are under 6' and can do a 100 lb bicep curl with each arm, then the Medium probably will fit nicely.As an undershirt, it's a solid buy. Just donate the one or two with bad stitching, and don't worry about the aesthetics. If you want to wear it on its own, I would probably look elsewhere.

  
",Size: MediumColor: Navy/Charcoal/Red (5 Pack)Number of Items: 5
8,119,"







  
  
    Bang for the buck.
  
",5.0,Russell G.,"Reviewed in the United States December 8, 2020","









  
  
    
  Golden work shirts are typically a better fit. For whatever reason the sleeves on these were a little shorter than usual. Maybe it’s how I washed them. Overall good fit. I prefer a little looser fit but these worked out well. I’m not a fan of the super fitted so this is the perfect compromise. For size reference I’m short 5’8 and about 215lbs. Muscular build.

  
",Size: XX-LargeColor: Black (6 Pack)Number of Items: 6
9,309,"







  
  
    Disappointing
  
",2.0,Casch,"Reviewed in the United States October 20, 2019","









  
  
    
  I was unimpressed, even a bit disappointed.The Ts are lightweight and thin. The neck seemed to stretch out as the day went on. While I didn't return them I will not be buying more. I thought from the positive reviews they would be of better quality than the F of the L type T-shirt. They aren't any better but about the same and that isn't good enough.

  
",Size: X-LargeColor: Assorted Black/Grey (5 Pack)Number of Items: 5
